business_type,district_id,week_tir,treatment_control_group,mean_total_token,mean_total_phone,mean_reorder_payment_count,mean_token_phone,lag_mean_total_token,lag_mean_total_phone,lag_mean_reorder_payment_count,lag_mean_token_phone,total_token_change,total_phone_change,token_phone_change,reorder_payment_count_change,place4,place2,district,name,region
1,44,0,10,5.333,5.333,0.667,1.000,2.000,2.000,0.000,1.000,166.667,166.667,0.000,,44,1,jamaran,جماران,1
2,44,1,10,2.000,1.667,1.000,1.111,5.333,5.333,0.667,1.000,-62.500,-68.750,11.111,50.000,44,1,jamaran,جماران,1
1,44,1,10,2.000,2.000,0.000,1.000,2.000,1.667,1.000,1.111,0.000,20.000,-10.000,-100.000,44,1,jamaran,جماران,1
3,44,1,10,1.600,1.600,0.000,1.000,2.000,2.000,0.000,1.000,-20.000,-20.000,0.000,,44,1,jamaran,جماران,1
1,44,2,10,2.571,2.571,0.000,1.000,1.600,1.600,0.000,1.000,60.714,60.714,0.000,,44,1,jamaran,جماران,1
3,44,2,10,2.000,2.000,0.333,1.000,2.571,2.571,0.000,1.000,-22.222,-22.222,0.000,,44,1,jamaran,جماران,1
2,44,2,10,1.750,1.750,0.000,1.000,2.000,2.000,0.333,1.000,-12.500,-12.500,0.000,-100.000,44,1,jamaran,جماران,1
1,132,0,10,9.000,9.000,0.000,1.000,9.000,9.000,0.000,1.000,0.000,0.000,0.000,,132,1,nezam-abad,نظام‌آباد,7
3,132,0,10,20.333,19.667,5.000,1.037,9.000,9.000,0.000,1.000,125.926,118.519,3.714,,132,1,nezam-abad,نظام‌آباد,7
2,132,0,10,10.000,9.667,4.000,1.019,20.333,19.667,5.000,1.037,-50.820,-50.847,-1.796,-20.000,132,1,nezam-abad,نظام‌آباد,7
2,132,1,10,10.714,10.286,7.286,1.030,10.000,9.667,4.000,1.019,7.143,6.404,1.165,82.143,132,1,nezam-abad,نظام‌آباد,7
1,132,1,10,7.286,6.286,0.429,1.180,10.714,10.286,7.286,1.030,-32.000,-38.889,14.569,-94.118,132,1,nezam-abad,نظام‌آباد,7
3,132,1,10,28.571,28.000,3.857,1.027,7.286,6.286,0.429,1.180,292.157,345.455,-12.984,800.000,132,1,nezam-abad,نظام‌آباد,7
2,132,2,10,11.667,10.500,4.500,1.106,28.571,28.000,3.857,1.027,-59.167,-62.500,7.640,16.667,132,1,nezam-abad,نظام‌آباد,7
3,132,2,10,20.571,20.429,2.714,1.006,11.667,10.500,4.500,1.106,76.327,94.558,-9.021,-39.683,132,1,nezam-abad,نظام‌آباد,7
1,132,2,10,6.429,5.714,0.000,1.096,20.571,20.429,2.714,1.006,-68.750,-72.028,8.955,-100.000,132,1,nezam-abad,نظام‌آباد,7
3,947,0,10,6.333,6.333,1.000,1.000,1.000,1.000,0.000,1.000,533.333,533.333,0.000,,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
2,947,0,10,4.667,4.333,0.333,1.056,6.333,6.333,1.000,1.000,-26.316,-31.579,5.556,-66.667,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
1,947,0,10,1.000,1.000,0.000,1.000,4.667,4.333,0.333,1.056,-78.571,-76.923,-5.263,-100.000,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
2,947,1,10,2.500,2.500,0.250,1.000,1.000,1.000,0.000,1.000,150.000,150.000,0.000,,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
1,947,1,10,1.600,1.400,0.400,1.100,2.500,2.500,0.250,1.000,-36.000,-44.000,10.000,60.000,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
3,947,1,10,8.857,8.714,1.429,1.009,1.600,1.400,0.400,1.100,453.571,522.449,-8.279,257.143,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
3,947,2,10,6.714,6.714,0.571,1.000,8.857,8.714,1.429,1.009,-24.194,-22.951,-0.885,-60.000,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
2,947,2,10,3.143,2.571,0.429,1.121,6.714,6.714,0.571,1.000,-53.191,-61.702,12.143,-25.000,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
1,947,2,10,1.000,1.000,0.000,1.000,3.143,2.571,0.429,1.121,-68.182,-61.111,-10.828,-100.000,947,1,javadiyeh-tehran-pars,جوادیه تهرانپارس,4
2,123,0,20,13.000,12.333,4.333,1.061,4.000,4.000,0.000,1.000,225.000,208.333,6.061,,123,1,tehran-no,تهران‌نو,13
1,123,0,20,11.000,8.333,1.000,1.341,13.000,12.333,4.333,1.061,-15.385,-32.432,26.429,-76.923,123,1,tehran-no,تهران‌نو,13
3,123,0,20,19.000,19.000,2.000,1.000,11.000,8.333,1.000,1.341,72.727,128.000,-25.424,100.000,123,1,tehran-no,تهران‌نو,13
3,123,1,20,22.571,21.857,2.857,1.033,19.000,19.000,2.000,1.000,18.797,15.038,3.340,42.857,123,1,tehran-no,تهران‌نو,13
1,123,1,20,11.714,8.286,0.857,1.423,22.571,21.857,2.857,1.033,-48.101,-62.092,37.710,-70.000,123,1,tehran-no,تهران‌نو,13
2,123,1,20,12.857,12.000,4.571,1.064,11.714,8.286,0.857,1.423,9.756,44.828,-25.229,433.333,123,1,tehran-no,تهران‌نو,13
1,123,2,20,9.429,7.000,0.143,1.374,12.857,12.000,4.571,1.064,-26.667,-41.667,29.110,-96.875,123,1,tehran-no,تهران‌نو,13
3,123,2,20,19.429,19.286,2.571,1.010,9.429,7.000,0.143,1.374,106.061,175.510,-26.516,1700.000,123,1,tehran-no,تهران‌نو,13
2,123,2,20,14.143,12.429,2.429,1.117,19.429,19.286,2.571,1.010,-27.206,-35.556,10.656,-5.556,123,1,tehran-no,تهران‌نو,13
2,127,0,10,2.333,2.333,0.000,1.000,2.000,2.000,0.000,1.000,16.667,16.667,0.000,,127,1,dabestan,دبستان,7
3,127,0,10,3.500,3.000,1.000,1.125,2.333,2.333,0.000,1.000,50.000,28.571,12.500,,127,1,dabestan,دبستان,7
1,127,0,10,4.333,4.000,1.667,1.333,3.500,3.000,1.000,1.125,23.810,33.333,18.519,66.667,127,1,dabestan,دبستان,7
2,127,1,10,2.600,2.400,0.800,1.067,4.333,4.000,1.667,1.333,-40.000,-40.000,-20.000,-52.000,127,1,dabestan,دبستان,7
3,127,1,10,3.714,3.429,0.857,1.076,2.600,2.400,0.800,1.067,42.857,42.857,0.893,7.143,127,1,dabestan,دبستان,7
1,127,1,10,3.167,3.167,0.333,1.000,3.714,3.429,0.857,1.076,-14.744,-7.639,-7.080,-61.111,127,1,dabestan,دبستان,7
2,127,2,10,3.333,3.333,1.167,1.000,3.167,3.167,0.333,1.000,5.263,5.263,0.000,250.000,127,1,dabestan,دبستان,7
3,127,2,10,4.600,4.600,1.400,1.000,3.333,3.333,1.167,1.000,38.000,38.000,0.000,20.000,127,1,dabestan,دبستان,7
1,127,2,10,2.667,2.667,0.000,1.000,4.600,4.600,1.400,1.000,-42.029,-42.029,0.000,-100.000,127,1,dabestan,دبستان,7
3,951,0,20,3.667,3.667,0.000,1.000,1.333,1.333,0.333,1.000,175.000,175.000,0.000,-100.000,951,1,ashtiyani,آشتیانی,13
2,951,0,20,1.000,1.000,0.000,1.000,3.667,3.667,0.000,1.000,-72.727,-72.727,0.000,,951,1,ashtiyani,آشتیانی,13
3,951,1,20,6.143,5.714,1.857,1.060,1.000,1.000,0.000,1.000,514.286,471.429,5.952,,951,1,ashtiyani,آشتیانی,13
2,951,1,20,1.000,1.000,0.250,1.000,6.143,5.714,1.857,1.060,-83.721,-82.500,-5.618,-86.538,951,1,ashtiyani,آشتیانی,13
1,951,1,20,1.333,1.000,0.000,1.333,1.000,1.000,0.250,1.000,33.333,0.000,33.333,-100.000,951,1,ashtiyani,آشتیانی,13
2,951,2,20,1.333,1.333,1.667,1.000,1.333,1.000,0.000,1.333,0.000,33.333,-25.000,,951,1,ashtiyani,آشتیانی,13
1,951,2,20,1.000,1.000,0.000,1.000,1.333,1.333,1.667,1.000,-25.000,-25.000,0.000,-100.000,951,1,ashtiyani,آشتیانی,13
3,951,2,20,5.167,5.000,1.167,1.033,1.000,1.000,0.000,1.000,416.667,400.000,3.333,,951,1,ashtiyani,آشتیانی,13
2,1007,0,30,1.667,1.667,0.333,1.000,3.667,3.667,0.333,1.000,-54.545,-54.545,0.000,0.000,1007,1,bolursazi,بلورسازی,17
1,1007,0,30,2.000,2.000,0.000,1.000,1.667,1.667,0.333,1.000,20.000,20.000,0.000,-100.000,1007,1,bolursazi,بلورسازی,17
3,1007,0,30,3.000,3.000,1.000,1.000,2.000,2.000,0.000,1.000,50.000,50.000,0.000,,1007,1,bolursazi,بلورسازی,17
3,1007,1,30,7.857,7.571,1.143,1.034,3.000,3.000,1.000,1.000,161.905,152.381,3.373,14.286,1007,1,bolursazi,بلورسازی,17
1,1007,1,30,1.250,1.250,0.000,1.000,7.857,7.571,1.143,1.034,-84.091,-83.491,-3.263,-100.000,1007,1,bolursazi,بلورسازی,17
2,1007,1,30,1.429,1.429,0.286,1.000,1.250,1.250,0.000,1.000,14.286,14.286,0.000,,1007,1,bolursazi,بلورسازی,17
3,1007,2,30,7.000,6.857,0.571,1.024,1.429,1.429,0.286,1.000,390.000,380.000,2.381,100.000,1007,1,bolursazi,بلورسازی,17
1,1007,2,30,2.667,2.333,0.000,1.167,7.000,6.857,0.571,1.024,-61.905,-65.972,13.953,-100.000,1007,1,bolursazi,بلورسازی,17
2,1007,2,30,1.667,1.333,0.667,1.167,2.667,2.333,0.000,1.167,-37.500,-42.857,0.000,,1007,1,bolursazi,بلورسازی,17
1,1011,0,30,2.667,2.667,0.000,1.000,1.000,1.000,0.000,1.000,166.667,166.667,0.000,,1011,1,tous,طوس,17
3,1011,0,30,3.333,3.333,0.000,1.000,2.667,2.667,0.000,1.000,25.000,25.000,0.000,,1011,1,tous,طوس,17
2,1011,0,30,1.000,1.000,0.000,1.000,3.333,3.333,0.000,1.000,-70.000,-70.000,0.000,,1011,1,tous,طوس,17
2,1011,1,30,1.333,1.333,0.000,1.000,1.000,1.000,0.000,1.000,33.333,33.333,0.000,,1011,1,tous,طوس,17
1,1011,1,30,4.000,4.000,0.000,1.000,1.333,1.333,0.000,1.000,200.000,200.000,0.000,,1011,1,tous,طوس,17
3,1011,1,30,3.000,3.000,0.000,1.000,4.000,4.000,0.000,1.000,-25.000,-25.000,0.000,,1011,1,tous,طوس,17
2,1011,2,30,1.500,1.500,0.000,1.000,3.000,3.000,0.000,1.000,-50.000,-50.000,0.000,,1011,1,tous,طوس,17
1,1011,2,30,2.429,2.286,0.000,1.048,1.500,1.500,0.000,1.000,61.905,52.381,4.762,,1011,1,tous,طوس,17
3,1011,2,30,2.571,2.571,0.286,1.000,2.429,2.286,0.000,1.048,5.882,12.500,-4.545,,1011,1,tous,طوس,17
3,210,0,10,8.333,8.333,2.000,1.000,14.000,13.500,0.000,1.042,-40.476,-38.272,-4.000,,210,1,north-karegar,فاطمی,6
1,210,0,10,21.000,18.333,0.667,1.145,8.333,8.333,2.000,1.000,152.000,120.000,14.518,-66.667,210,1,north-karegar,فاطمی,6
2,210,0,10,18.333,16.333,13.333,1.125,21.000,18.333,0.667,1.145,-12.698,-10.909,-1.765,1900.000,210,1,north-karegar,فاطمی,6
2,210,1,10,17.333,16.167,7.000,1.079,18.333,16.333,13.333,1.125,-5.455,-1.020,-4.084,-47.500,210,1,north-karegar,فاطمی,6
3,210,1,10,11.167,10.833,2.667,1.024,17.333,16.167,7.000,1.079,-35.577,-32.990,-5.117,-61.905,210,1,north-karegar,فاطمی,6
1,210,1,10,23.429,21.857,1.286,1.069,11.167,10.833,2.667,1.024,109.808,101.758,4.455,-51.786,210,1,north-karegar,فاطمی,6
2,210,2,10,14.571,14.143,3.429,1.025,23.429,21.857,1.286,1.069,-37.805,-35.294,-4.130,166.667,210,1,north-karegar,فاطمی,6
3,210,2,10,10.000,9.571,0.714,1.058,14.571,14.143,3.429,1.025,-31.373,-32.323,3.177,-79.167,210,1,north-karegar,فاطمی,6
1,210,2,10,22.000,21.000,0.714,1.048,10.000,9.571,0.714,1.058,120.000,119.403,-0.964,0.000,210,1,north-karegar,فاطمی,6
1,205,0,10,81.333,68.333,5.667,1.190,42.000,38.500,8.000,1.095,93.651,77.489,8.641,-29.167,205,1,sattarkhan,ستارخان,2
3,205,0,10,19.333,18.667,10.333,1.032,81.333,68.333,5.667,1.190,-76.230,-72.683,-13.309,82.353,205,1,sattarkhan,ستارخان,2
2,205,0,10,46.333,43.333,36.667,1.065,19.333,18.667,10.333,1.032,139.655,132.143,3.277,254.839,205,1,sattarkhan,ستارخان,2
3,205,1,10,26.143,25.857,5.286,1.011,46.333,43.333,36.667,1.065,-43.577,-40.330,-5.098,-85.584,205,1,sattarkhan,ستارخان,2
2,205,1,10,41.143,38.000,29.000,1.071,26.143,25.857,5.286,1.011,57.377,46.961,5.978,448.649,205,1,sattarkhan,ستارخان,2
1,205,1,10,72.857,63.857,4.429,1.122,41.143,38.000,29.000,1.071,77.083,68.045,4.736,-84.729,205,1,sattarkhan,ستارخان,2
3,205,2,10,24.571,24.000,7.571,1.022,72.857,63.857,4.429,1.122,-66.275,-62.416,-8.931,70.968,205,1,sattarkhan,ستارخان,2
2,205,2,10,35.286,31.714,17.857,1.100,24.571,24.000,7.571,1.022,43.605,32.143,7.647,135.849,205,1,sattarkhan,ستارخان,2
1,205,2,10,66.571,59.286,3.571,1.114,35.286,31.714,17.857,1.100,88.664,86.937,1.234,-80.000,205,1,sattarkhan,ستارخان,2
1,994,0,30,3.000,3.000,0.000,1.000,7.000,7.000,0.000,1.000,-57.143,-57.143,0.000,,994,1,ferdowsi,فردوسی,12
2,994,0,30,2.667,2.333,0.667,1.167,3.000,3.000,0.000,1.000,-11.111,-22.222,16.667,,994,1,ferdowsi,فردوسی,12
3,994,0,30,7.333,7.000,2.667,1.042,2.667,2.333,0.667,1.167,175.000,200.000,-10.714,300.000,994,1,ferdowsi,فردوسی,12
3,994,1,30,9.857,9.571,1.714,1.025,7.333,7.000,2.667,1.042,34.416,36.735,-1.610,-35.714,994,1,ferdowsi,فردوسی,12
2,994,1,30,3.000,2.833,1.833,1.056,9.857,9.571,1.714,1.025,-69.565,-70.398,2.992,6.944,994,1,ferdowsi,فردوسی,12
1,994,1,30,3.143,2.429,0.857,1.150,3.000,2.833,1.833,1.056,4.762,-14.286,8.947,-53.247,994,1,ferdowsi,فردوسی,12
3,994,2,30,8.143,8.143,0.571,1.000,3.143,2.429,0.857,1.150,159.091,235.294,-13.043,-33.333,994,1,ferdowsi,فردوسی,12
1,994,2,30,3.167,2.500,0.000,1.278,8.143,8.143,0.571,1.000,-61.111,-69.298,27.778,-100.000,994,1,ferdowsi,فردوسی,12
2,994,2,30,2.000,2.000,0.143,1.000,3.167,2.500,0.000,1.278,-36.842,-20.000,-21.739,,994,1,ferdowsi,فردوسی,12
1,981,0,20,1.000,1.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,,981,1,abbas-abad-rey,شهر ری - عباس‌آباد,20
3,981,0,20,7.333,7.000,0.333,1.042,1.000,1.000,0.000,1.000,633.333,600.000,4.167,,981,1,abbas-abad-rey,شهر ری - عباس‌آباد,20
3,981,1,20,8.000,7.571,0.857,1.050,7.333,7.000,0.333,1.042,9.091,8.163,0.816,157.143,981,1,abbas-abad-rey,شهر ری - عباس‌آباد,20
2,981,1,20,1.250,1.250,1.000,1.000,8.000,7.571,0.857,1.050,-84.375,-83.491,-4.777,16.667,981,1,abbas-abad-rey,شهر ری - عباس‌آباد,20
1,981,1,20,1.000,1.000,0.000,1.000,1.250,1.250,1.000,1.000,-20.000,-20.000,0.000,-100.000,981,1,abbas-abad-rey,شهر ری - عباس‌آباد,20
1,981,2,20,1.800,1.400,0.000,1.300,1.000,1.000,0.000,1.000,80.000,40.000,30.000,,981,1,abbas-abad-rey,شهر ری - عباس‌آباد,20
3,981,2,20,6.857,6.714,0.143,1.018,1.800,1.400,0.000,1.300,280.952,379.592,-21.703,,981,1,abbas-abad-rey,شهر ری - عباس‌آباد,20
2,981,2,20,1.250,1.250,0.000,1.000,6.857,6.714,0.143,1.018,-81.771,-81.383,-1.754,-100.000,981,1,abbas-abad-rey,شهر ری - عباس‌آباد,20
3,220,0,20,8.000,8.000,0.000,1.000,1.000,1.000,0.000,1.000,700.000,700.000,0.000,,220,1,abdol-abad,عبدل‌آباد,19
1,220,0,20,1.000,1.000,0.000,1.000,8.000,8.000,0.000,1.000,-87.500,-87.500,0.000,,220,1,abdol-abad,عبدل‌آباد,19
1,220,1,20,1.667,1.667,0.000,1.000,1.000,1.000,0.000,1.000,66.667,66.667,0.000,,220,1,abdol-abad,عبدل‌آباد,19
3,220,1,20,14.571,14.571,0.429,1.000,1.667,1.667,0.000,1.000,774.286,774.286,0.000,,220,1,abdol-abad,عبدل‌آباد,19
2,220,1,20,1.500,1.500,0.833,1.000,14.571,14.571,0.429,1.000,-89.706,-89.706,0.000,94.444,220,1,abdol-abad,عبدل‌آباد,19
3,220,2,20,13.000,12.857,0.286,1.008,1.500,1.500,0.833,1.000,766.667,757.143,0.840,-65.714,220,1,abdol-abad,عبدل‌آباد,19
1,220,2,20,1.600,1.600,0.000,1.000,13.000,12.857,0.286,1.008,-87.692,-87.556,-0.833,-100.000,220,1,abdol-abad,عبدل‌آباد,19
2,220,2,20,1.333,1.333,0.000,1.000,1.600,1.600,0.000,1.000,-16.667,-16.667,0.000,,220,1,abdol-abad,عبدل‌آباد,19
3,249,0,30,43.667,41.000,12.000,1.062,8.000,7.500,0.000,1.063,445.833,446.667,-0.056,,249,1,afsariyeh,افسریه,15
2,249,0,30,20.000,17.667,6.000,1.140,43.667,41.000,12.000,1.062,-54.198,-56.911,7.355,-50.000,249,1,afsariyeh,افسریه,15
1,249,0,30,8.333,7.667,1.000,1.133,20.000,17.667,6.000,1.140,-58.333,-56.604,-0.586,-83.333,249,1,afsariyeh,افسریه,15
1,249,1,30,6.857,6.286,0.000,1.086,8.333,7.667,1.000,1.133,-17.714,-18.012,-4.202,-100.000,249,1,afsariyeh,افسریه,15
3,249,1,30,58.857,55.714,6.714,1.054,6.857,6.286,0.000,1.086,758.333,786.364,-2.891,,249,1,afsariyeh,افسریه,15
2,249,1,30,19.571,17.286,4.571,1.118,58.857,55.714,6.714,1.054,-66.748,-68.974,6.070,-31.915,249,1,afsariyeh,افسریه,15
3,249,2,30,48.571,47.857,2.429,1.017,19.571,17.286,4.571,1.118,148.175,176.860,-9.037,-46.875,249,1,afsariyeh,افسریه,15
2,249,2,30,17.571,15.429,2.429,1.121,48.571,47.857,2.429,1.017,-63.824,-67.761,10.152,0.000,249,1,afsariyeh,افسریه,15
1,249,2,30,9.000,7.571,0.000,1.161,17.571,15.429,2.429,1.121,-48.780,-50.926,3.587,-100.000,249,1,afsariyeh,افسریه,15
3,61,0,11,10.000,9.000,2.333,1.094,3.500,3.500,0.000,1.000,185.714,157.143,9.394,,61,1,tajrish,تجریش,1
1,61,0,11,35.333,31.000,0.333,1.140,10.000,9.000,2.333,1.094,253.333,244.444,4.237,-85.714,61,1,tajrish,تجریش,1
2,61,0,11,10.667,9.333,3.000,1.150,35.333,31.000,0.333,1.140,-69.811,-69.892,0.851,800.000,61,1,tajrish,تجریش,1
2,61,1,11,5.714,5.571,2.571,1.011,10.667,9.333,3.000,1.150,-46.429,-40.306,-12.088,-14.286,61,1,tajrish,تجریش,1
1,61,1,11,33.571,28.571,0.429,1.175,5.714,5.571,2.571,1.011,487.500,412.821,16.213,-83.333,61,1,tajrish,تجریش,1
3,61,1,11,13.286,12.714,3.286,1.053,33.571,28.571,0.429,1.175,-60.426,-55.500,-10.414,666.667,61,1,tajrish,تجریش,1
2,61,2,11,3.143,2.857,1.429,1.083,13.286,12.714,3.286,1.053,-76.344,-77.528,2.925,-56.522,61,1,tajrish,تجریش,1
1,61,2,11,31.143,25.571,1.286,1.226,3.143,2.857,1.429,1.083,890.909,795.000,13.139,-10.000,61,1,tajrish,تجریش,1
3,61,2,11,10.429,10.286,0.429,1.010,31.143,25.571,1.286,1.226,-66.514,-59.777,-17.635,-66.667,61,1,tajrish,تجریش,1
1,940,0,10,5.333,4.000,0.000,1.311,3.000,3.000,0.000,1.000,77.778,33.333,31.111,,940,1,darb-dowom,درب دوم,3
3,940,0,10,1.000,1.000,0.333,1.000,5.333,4.000,0.000,1.311,-81.250,-75.000,-23.729,,940,1,darb-dowom,درب دوم,3
2,940,0,10,2.500,2.500,3.000,1.000,1.000,1.000,0.333,1.000,150.000,150.000,0.000,800.000,940,1,darb-dowom,درب دوم,3
3,940,1,10,2.750,2.500,0.000,1.083,2.500,2.500,3.000,1.000,10.000,0.000,8.333,-100.000,940,1,darb-dowom,درب دوم,3
2,940,1,10,1.833,1.833,0.500,1.000,2.750,2.500,0.000,1.083,-33.333,-26.667,-7.692,,940,1,darb-dowom,درب دوم,3
1,940,1,10,3.714,3.571,0.000,1.036,1.833,1.833,0.500,1.000,102.597,94.805,3.571,-100.000,940,1,darb-dowom,درب دوم,3
1,940,2,10,4.714,4.429,0.714,1.044,3.714,3.571,0.000,1.036,26.923,24.000,0.843,,940,1,darb-dowom,درب دوم,3
2,940,2,10,3.000,3.000,1.667,1.000,4.714,4.429,0.714,1.044,-36.364,-32.258,-4.255,133.333,940,1,darb-dowom,درب دوم,3
3,940,2,10,1.800,1.800,0.200,1.000,3.000,3.000,1.667,1.000,-40.000,-40.000,0.000,-88.000,940,1,darb-dowom,درب دوم,3
3,988,0,20,2.000,2.000,0.000,1.000,4.500,4.500,0.000,1.000,-55.556,-55.556,0.000,,988,1,firoozabadi,فیروزآبادی,20
1,988,0,20,2.500,1.500,0.000,1.500,2.000,2.000,0.000,1.000,25.000,-25.000,50.000,,988,1,firoozabadi,فیروزآبادی,20
2,988,0,20,1.333,1.333,0.000,1.000,2.500,1.500,0.000,1.500,-46.667,-11.111,-33.333,,988,1,firoozabadi,فیروزآبادی,20
1,988,1,20,1.667,1.500,0.000,1.083,1.333,1.333,0.000,1.000,25.000,12.500,8.333,,988,1,firoozabadi,فیروزآبادی,20
3,988,1,20,3.571,3.571,0.429,1.000,1.667,1.500,0.000,1.083,114.286,138.095,-7.692,,988,1,firoozabadi,فیروزآبادی,20
2,988,1,20,1.500,1.500,0.000,1.000,3.571,3.571,0.429,1.000,-58.000,-58.000,0.000,-100.000,988,1,firoozabadi,فیروزآبادی,20
2,988,2,20,2.200,2.200,0.000,1.000,1.500,1.500,0.000,1.000,46.667,46.667,0.000,,988,1,firoozabadi,فیروزآبادی,20
3,988,2,20,3.571,3.571,0.429,1.000,2.200,2.200,0.000,1.000,62.338,62.338,0.000,,988,1,firoozabadi,فیروزآبادی,20
1,988,2,20,1.333,1.000,0.333,1.333,3.571,3.571,0.429,1.000,-62.667,-72.000,33.333,-22.222,988,1,firoozabadi,فیروزآبادی,20
3,995,0,30,6.333,6.000,1.000,1.033,1.000,1.000,0.000,1.000,533.333,500.000,3.333,,995,1,qiam,قیام,12
2,995,0,30,2.000,2.000,2.000,1.000,6.333,6.000,1.000,1.033,-68.421,-66.667,-3.226,100.000,995,1,qiam,قیام,12
1,995,0,30,1.000,1.000,0.000,1.000,2.000,2.000,2.000,1.000,-50.000,-50.000,0.000,-100.000,995,1,qiam,قیام,12
2,995,1,30,1.500,1.500,0.500,1.000,1.000,1.000,0.000,1.000,50.000,50.000,0.000,,995,1,qiam,قیام,12
1,995,1,30,1.000,1.000,0.000,1.000,1.500,1.500,0.500,1.000,-33.333,-33.333,0.000,-100.000,995,1,qiam,قیام,12
3,995,1,30,6.571,6.571,1.143,1.000,1.000,1.000,0.000,1.000,557.143,557.143,0.000,,995,1,qiam,قیام,12
1,995,2,30,2.000,1.500,0.000,1.250,6.571,6.571,1.143,1.000,-69.565,-77.174,25.000,-100.000,995,1,qiam,قیام,12
2,995,2,30,1.750,1.750,0.250,1.000,2.000,1.500,0.000,1.250,-12.500,16.667,-20.000,,995,1,qiam,قیام,12
3,995,2,30,5.714,5.714,0.429,1.000,1.750,1.750,0.250,1.000,226.531,226.531,0.000,71.429,995,1,qiam,قیام,12
2,1005,0,21,3.667,3.667,1.000,1.000,2.000,2.000,1.000,1.000,83.333,83.333,0.000,0.000,1005,1,soleymani,سلیمانی,10
3,1005,0,21,10.667,10.667,0.333,1.000,3.667,3.667,1.000,1.000,190.909,190.909,0.000,-66.667,1005,1,soleymani,سلیمانی,10
1,1005,0,21,5.667,5.667,0.333,1.000,10.667,10.667,0.333,1.000,-46.875,-46.875,0.000,0.000,1005,1,soleymani,سلیمانی,10
2,1005,1,21,3.000,3.000,2.000,1.000,5.667,5.667,0.333,1.000,-47.059,-47.059,0.000,500.000,1005,1,soleymani,سلیمانی,10
3,1005,1,21,10.857,10.857,1.714,1.000,3.000,3.000,2.000,1.000,261.905,261.905,0.000,-14.286,1005,1,soleymani,سلیمانی,10
1,1005,1,21,3.143,3.143,0.000,1.000,10.857,10.857,1.714,1.000,-71.053,-71.053,0.000,-100.000,1005,1,soleymani,سلیمانی,10
2,1005,2,21,1.833,1.667,0.333,1.083,3.143,3.143,0.000,1.000,-41.667,-46.970,8.333,,1005,1,soleymani,سلیمانی,10
1,1005,2,21,4.571,4.429,0.143,1.048,1.833,1.667,0.333,1.083,149.351,165.714,-3.297,-57.143,1005,1,soleymani,سلیمانی,10
3,1005,2,21,12.000,12.000,1.857,1.000,4.571,4.429,0.143,1.048,162.500,170.968,-4.545,1200.000,1005,1,soleymani,سلیمانی,10
2,192,0,30,5.667,5.333,0.667,1.067,8.000,7.500,0.000,1.056,-29.167,-28.889,1.053,,192,1,yaftabad,یافت‌آباد,18
3,192,0,30,30.333,29.667,4.667,1.019,5.667,5.333,0.667,1.067,435.294,456.250,-4.464,600.000,192,1,yaftabad,یافت‌آباد,18
1,192,0,30,4.000,3.667,0.667,1.111,30.333,29.667,4.667,1.019,-86.813,-87.640,9.034,-85.714,192,1,yaftabad,یافت‌آباد,18
2,192,1,30,6.714,6.571,2.000,1.018,4.000,3.667,0.667,1.111,67.857,79.221,-8.393,200.000,192,1,yaftabad,یافت‌آباد,18
3,192,1,30,37.571,37.000,5.286,1.014,6.714,6.571,2.000,1.018,459.574,463.043,-0.406,164.286,192,1,yaftabad,یافت‌آباد,18
1,192,1,30,5.143,5.000,0.143,1.018,37.571,37.000,5.286,1.014,-86.312,-86.486,0.407,-97.297,192,1,yaftabad,یافت‌آباد,18
1,192,2,30,6.714,5.857,0.714,1.160,5.143,5.000,0.143,1.018,30.556,17.143,14.007,400.000,192,1,yaftabad,یافت‌آباد,18
2,192,2,30,5.571,5.143,0.857,1.065,6.714,5.857,0.714,1.160,-17.021,-12.195,-8.256,20.000,192,1,yaftabad,یافت‌آباد,18
3,192,2,30,35.143,35.143,2.571,1.000,5.571,5.143,0.857,1.065,530.769,583.333,-6.070,200.000,192,1,yaftabad,یافت‌آباد,18
1,653,0,,78.333,62.333,2.333,1.251,46.000,43.000,4.000,1.048,70.290,44.961,19.324,-41.667,653,1,shahriar,شهریار,
2,653,0,,80.333,68.000,38.000,1.187,78.333,62.333,2.333,1.251,2.553,9.091,-5.095,1528.571,653,1,shahriar,شهریار,
3,653,0,,193.333,184.333,51.000,1.045,80.333,68.000,38.000,1.187,140.664,171.078,-11.965,34.211,653,1,shahriar,شهریار,
2,653,1,,64.571,57.571,32.286,1.119,193.333,184.333,51.000,1.045,-66.601,-68.768,7.113,-36.695,653,1,shahriar,شهریار,
3,653,1,,304.000,270.857,58.286,1.123,64.571,57.571,32.286,1.119,370.796,370.471,0.309,80.531,653,1,shahriar,شهریار,
