business_type,district_id,week_tir,treatment_control_group,mean_total_token,mean_total_phone,mean_reorder_payment_count,mean_token_phone,lag_mean_total_token,lag_mean_total_phone,lag_mean_reorder_payment_count,lag_mean_token_phone,total_token_change,total_phone_change,token_phone_change,reorder_payment_count_change,place4,place2,district,name,region
3,964,0,20,2.333,2.333,0.000,1.000,5.500,5.500,0.000,1.000,-57.576,-57.576,0.000,,964,1,zahed-gilani,زاهد گیلانی,13
1,964,0,20,1.000,1.000,0.000,1.000,2.333,2.333,0.000,1.000,-57.143,-57.143,0.000,,964,1,zahed-gilani,زاهد گیلانی,13
2,964,0,20,2.000,1.500,0.000,1.500,1.000,1.000,0.000,1.000,100.000,50.000,50.000,,964,1,zahed-gilani,زاهد گیلانی,13
3,964,1,20,4.286,4.286,0.143,1.000,2.000,1.500,0.000,1.500,114.286,185.714,-33.333,,964,1,zahed-gilani,زاهد گیلانی,13
2,964,1,20,1.800,1.600,0.800,1.200,4.286,4.286,0.143,1.000,-58.000,-62.667,20.000,460.000,964,1,zahed-gilani,زاهد گیلانی,13
1,964,1,20,1.000,1.000,0.000,1.000,1.800,1.600,0.800,1.200,-44.444,-37.500,-16.667,-100.000,964,1,zahed-gilani,زاهد گیلانی,13
3,964,2,20,2.714,2.714,0.286,1.000,1.000,1.000,0.000,1.000,171.429,171.429,0.000,,964,1,zahed-gilani,زاهد گیلانی,13
1,964,2,20,2.000,1.000,0.000,2.000,2.714,2.714,0.286,1.000,-26.316,-63.158,100.000,-100.000,964,1,zahed-gilani,زاهد گیلانی,13
2,964,2,20,1.500,1.500,0.500,1.000,2.000,1.000,0.000,2.000,-25.000,50.000,-50.000,,964,1,zahed-gilani,زاهد گیلانی,13
3,65,0,10,17.000,17.000,7.667,1.000,53.000,50.500,14.500,1.046,-67.925,-66.337,-4.380,-47.126,65,1,qeytariyeh,قیطریه,1
1,65,0,10,204.333,174.000,6.333,1.173,17.000,17.000,7.667,1.000,1101.961,923.529,17.311,-17.391,65,1,qeytariyeh,قیطریه,1
2,65,0,10,71.333,67.000,75.333,1.065,204.333,174.000,6.333,1.173,-65.090,-61.494,-9.196,1089.474,65,1,qeytariyeh,قیطریه,1
3,65,1,10,15.000,14.714,4.286,1.016,71.333,67.000,75.333,1.065,-78.972,-78.038,-4.591,-94.311,65,1,qeytariyeh,قیطریه,1
1,65,1,10,181.000,155.429,15.571,1.188,15.000,14.714,4.286,1.016,1106.667,956.311,16.923,263.333,65,1,qeytariyeh,قیطریه,1
2,65,1,10,55.714,51.429,46.429,1.085,181.000,155.429,15.571,1.188,-69.219,-66.912,-8.699,198.165,65,1,qeytariyeh,قیطریه,1
3,65,2,10,16.286,16.000,3.000,1.023,55.714,51.429,46.429,1.085,-70.769,-68.889,-5.755,-93.538,65,1,qeytariyeh,قیطریه,1
1,65,2,10,191.000,165.286,8.286,1.165,16.286,16.000,3.000,1.023,1072.807,933.036,13.963,176.190,65,1,qeytariyeh,قیطریه,1
2,65,2,10,52.429,48.571,36.857,1.084,191.000,165.286,8.286,1.165,-72.550,-70.614,-6.933,344.828,65,1,qeytariyeh,قیطریه,1
2,191,0,30,1.000,1.000,0.000,1.000,1.667,1.667,0.000,1.000,-40.000,-40.000,0.000,,191,1,ebrahim-abad,ابراهیم‌آباد,18
3,191,0,30,2.000,2.000,0.000,1.000,1.000,1.000,0.000,1.000,100.000,100.000,0.000,,191,1,ebrahim-abad,ابراهیم‌آباد,18
3,191,1,30,4.429,4.429,0.143,1.000,2.000,2.000,0.000,1.000,121.429,121.429,0.000,,191,1,ebrahim-abad,ابراهیم‌آباد,18
1,191,1,30,1.500,1.000,0.000,1.500,4.429,4.429,0.143,1.000,-66.129,-77.419,50.000,-100.000,191,1,ebrahim-abad,ابراهیم‌آباد,18
2,191,1,30,1.000,1.000,0.000,1.000,1.500,1.000,0.000,1.500,-33.333,0.000,-33.333,,191,1,ebrahim-abad,ابراهیم‌آباد,18
3,191,2,30,3.714,3.714,0.000,1.000,1.000,1.000,0.000,1.000,271.429,271.429,0.000,,191,1,ebrahim-abad,ابراهیم‌آباد,18
2,191,2,30,1.000,1.000,0.000,1.000,3.714,3.714,0.000,1.000,-73.077,-73.077,0.000,,191,1,ebrahim-abad,ابراهیم‌آباد,18
1,418,0,,10.667,9.333,1.333,1.144,9.500,9.000,0.000,1.056,12.281,3.704,8.421,,418,1,roodehen,رودهن,
3,418,0,,49.333,48.667,28.667,1.013,10.667,9.333,1.333,1.144,362.500,421.429,-11.509,2050.000,418,1,roodehen,رودهن,
2,418,0,,38.667,33.333,29.667,1.158,49.333,48.667,28.667,1.013,-21.622,-31.507,14.333,3.488,418,1,roodehen,رودهن,
2,418,1,,37.571,31.857,18.571,1.179,38.667,33.333,29.667,1.158,-2.833,-4.429,1.804,-37.400,418,1,roodehen,رودهن,
1,418,1,,8.714,7.286,1.143,1.183,37.571,31.857,18.571,1.179,-76.806,-77.130,0.343,-93.846,418,1,roodehen,رودهن,
3,418,1,,67.286,64.143,15.286,1.052,8.714,7.286,1.143,1.183,672.131,780.392,-11.095,1237.500,418,1,roodehen,رودهن,
3,418,2,,64.857,63.429,9.000,1.022,67.286,64.143,15.286,1.052,-3.609,-1.114,-2.802,-41.121,418,1,roodehen,رودهن,
1,418,2,,11.143,8.714,2.429,1.255,64.857,63.429,9.000,1.022,-82.819,-86.261,22.777,-73.016,418,1,roodehen,رودهن,
2,418,2,,34.571,29.429,8.857,1.169,11.143,8.714,2.429,1.255,210.256,237.705,-6.886,264.706,418,1,roodehen,رودهن,
3,1010,0,30,2.667,2.667,0.000,1.000,2.500,2.500,0.000,1.000,6.667,6.667,0.000,,1010,1,moqadam,مقدم,17
2,1010,0,30,2.000,1.000,0.000,2.000,2.667,2.667,0.000,1.000,-25.000,-62.500,100.000,,1010,1,moqadam,مقدم,17
3,1010,1,30,2.143,2.000,0.143,1.071,2.000,1.000,0.000,2.000,7.143,100.000,-46.429,,1010,1,moqadam,مقدم,17
1,1010,1,30,1.500,1.500,0.000,1.000,2.143,2.000,0.143,1.071,-30.000,-25.000,-6.667,-100.000,1010,1,moqadam,مقدم,17
3,1010,2,30,2.333,2.333,0.333,1.000,1.500,1.500,0.000,1.000,55.556,55.556,0.000,,1010,1,moqadam,مقدم,17
2,1010,2,30,1.000,1.000,0.000,1.000,2.333,2.333,0.333,1.000,-57.143,-57.143,0.000,-100.000,1010,1,moqadam,مقدم,17
1,1010,2,30,1.000,1.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,,1010,1,moqadam,مقدم,17
2,270,0,30,1.333,1.333,0.000,1.000,2.000,2.000,0.000,1.000,-33.333,-33.333,0.000,,270,1,hashem-abad,هاشم‌آباد,15
1,270,0,30,1.000,1.000,0.000,1.000,1.333,1.333,0.000,1.000,-25.000,-25.000,0.000,,270,1,hashem-abad,هاشم‌آباد,15
3,270,0,30,4.667,4.667,0.000,1.000,1.000,1.000,0.000,1.000,366.667,366.667,0.000,,270,1,hashem-abad,هاشم‌آباد,15
2,270,1,30,1.667,1.500,0.500,1.083,4.667,4.667,0.000,1.000,-64.286,-67.857,8.333,,270,1,hashem-abad,هاشم‌آباد,15
3,270,1,30,9.714,9.571,2.000,1.012,1.667,1.500,0.500,1.083,482.857,538.095,-6.593,300.000,270,1,hashem-abad,هاشم‌آباد,15
3,270,2,30,9.000,8.857,0.714,1.010,9.714,9.571,2.000,1.012,-7.353,-7.463,-0.168,-64.286,270,1,hashem-abad,هاشم‌آباد,15
2,270,2,30,3.000,3.000,1.200,1.000,9.000,8.857,0.714,1.010,-66.667,-66.129,-1.010,68.000,270,1,hashem-abad,هاشم‌آباد,15
1,270,2,30,1.000,1.000,0.000,1.000,3.000,3.000,1.200,1.000,-66.667,-66.667,0.000,-100.000,270,1,hashem-abad,هاشم‌آباد,15
3,938,0,10,8.000,7.667,4.667,1.048,8.000,7.500,0.500,1.063,0.000,2.222,-1.401,833.333,938,1,bahar,بهار,7
2,938,0,10,12.000,11.000,5.667,1.114,8.000,7.667,4.667,1.048,50.000,43.478,6.364,21.429,938,1,bahar,بهار,7
1,938,0,10,17.333,15.667,0.667,1.106,12.000,11.000,5.667,1.114,44.444,42.424,-0.754,-88.235,938,1,bahar,بهار,7
2,938,1,10,9.000,8.571,7.857,1.049,17.333,15.667,0.667,1.106,-48.077,-45.289,-5.136,1078.571,938,1,bahar,بهار,7
3,938,1,10,9.286,9.286,1.286,1.000,9.000,8.571,7.857,1.049,3.175,8.333,-4.679,-83.636,938,1,bahar,بهار,7
1,938,1,10,13.571,12.857,0.857,1.044,9.286,9.286,1.286,1.000,46.154,38.462,4.444,-33.333,938,1,bahar,بهار,7
1,938,2,10,13.000,11.857,0.286,1.104,13.571,12.857,0.857,1.044,-4.211,-7.778,5.745,-66.667,938,1,bahar,بهار,7
3,938,2,10,7.571,7.429,1.714,1.016,13.000,11.857,0.286,1.104,-41.758,-37.349,-8.020,500.000,938,1,bahar,بهار,7
2,938,2,10,7.429,6.429,4.429,1.165,7.571,7.429,1.714,1.016,-1.887,-13.462,14.727,158.333,938,1,bahar,بهار,7
2,243,0,30,5.667,5.333,0.000,1.067,11.333,11.000,0.000,1.021,-50.000,-51.515,4.490,,243,1,moshiriyeh,مشیریه,15
3,243,0,30,17.000,17.000,1.000,1.000,5.667,5.333,0.000,1.067,200.000,218.750,-6.250,,243,1,moshiriyeh,مشیریه,15
1,243,0,30,2.500,2.500,0.000,1.000,17.000,17.000,1.000,1.000,-85.294,-85.294,0.000,-100.000,243,1,moshiriyeh,مشیریه,15
1,243,1,30,2.500,1.833,0.833,1.375,2.500,2.500,0.000,1.000,0.000,-26.667,37.500,,243,1,moshiriyeh,مشیریه,15
2,243,1,30,7.714,6.571,1.286,1.142,2.500,1.833,0.833,1.375,208.571,258.442,-16.976,54.286,243,1,moshiriyeh,مشیریه,15
3,243,1,30,22.857,22.286,1.429,1.029,7.714,6.571,1.286,1.142,196.296,239.130,-9.872,11.111,243,1,moshiriyeh,مشیریه,15
2,243,2,30,7.143,6.143,1.143,1.169,22.857,22.286,1.429,1.029,-68.750,-72.436,13.635,-20.000,243,1,moshiriyeh,مشیریه,15
3,243,2,30,22.143,21.714,1.857,1.020,7.143,6.143,1.143,1.169,210.000,253.488,-12.772,62.500,243,1,moshiriyeh,مشیریه,15
1,243,2,30,2.143,1.857,0.143,1.119,22.143,21.714,1.857,1.020,-90.323,-91.447,9.728,-92.308,243,1,moshiriyeh,مشیریه,15
1,278,0,30,5.667,5.333,0.000,1.056,2.500,2.500,0.000,1.000,126.667,113.333,5.556,,278,1,moniriyeh,منیریه,11
2,278,0,30,8.667,8.667,1.333,1.000,5.667,5.333,0.000,1.056,52.941,62.500,-5.263,,278,1,moniriyeh,منیریه,11
3,278,0,30,14.667,14.000,1.333,1.053,8.667,8.667,1.333,1.000,69.231,61.538,5.294,0.000,278,1,moniriyeh,منیریه,11
3,278,1,30,19.857,19.571,3.000,1.017,14.667,14.000,1.333,1.053,35.390,39.796,-3.382,125.000,278,1,moniriyeh,منیریه,11
1,278,1,30,5.143,4.714,0.143,1.061,19.857,19.571,3.000,1.017,-74.101,-75.912,4.314,-95.238,278,1,moniriyeh,منیریه,11
2,278,1,30,5.333,5.167,1.333,1.024,5.143,4.714,0.143,1.061,3.704,9.596,-3.526,833.333,278,1,moniriyeh,منیریه,11
1,278,2,30,6.857,6.429,0.429,1.065,5.333,5.167,1.333,1.024,28.571,24.424,3.987,-67.857,278,1,moniriyeh,منیریه,11
3,278,2,30,18.714,18.714,3.857,1.000,6.857,6.429,0.429,1.065,172.917,191.111,-6.070,800.000,278,1,moniriyeh,منیریه,11
2,278,2,30,4.571,4.143,1.286,1.163,18.714,18.714,3.857,1.000,-75.573,-77.863,16.327,-66.667,278,1,moniriyeh,منیریه,11
1,54,0,10,9.667,9.000,0.000,1.085,11.000,10.500,0.000,1.033,-12.121,-14.286,4.967,,54,1,darband,دربند,1
2,54,0,10,7.333,7.333,6.333,1.000,9.667,9.000,0.000,1.085,-24.138,-18.519,-7.805,,54,1,darband,دربند,1
3,54,0,10,4.000,4.000,2.333,1.000,7.333,7.333,6.333,1.000,-45.455,-45.455,0.000,-63.158,54,1,darband,دربند,1
1,54,1,10,9.000,8.857,0.286,1.013,4.000,4.000,2.333,1.000,125.000,121.429,1.299,-87.755,54,1,darband,دربند,1
3,54,1,10,4.714,4.571,0.429,1.071,9.000,8.857,0.286,1.013,-47.619,-48.387,5.769,50.000,54,1,darband,دربند,1
2,54,1,10,4.667,4.333,4.167,1.049,4.714,4.571,0.429,1.071,-1.010,-5.208,-2.130,872.222,54,1,darband,دربند,1
1,54,2,10,12.143,11.429,0.571,1.066,4.667,4.333,4.167,1.049,160.204,163.736,1.688,-86.286,54,1,darband,دربند,1
2,54,2,10,4.714,4.429,1.714,1.054,12.143,11.429,0.571,1.066,-61.176,-61.250,-1.195,200.000,54,1,darband,دربند,1
3,54,2,10,6.286,6.286,0.571,1.000,4.714,4.429,1.714,1.054,33.333,41.935,-5.085,-66.667,54,1,darband,دربند,1
1,926,0,11,3.000,3.000,0.000,1.000,3.000,3.000,0.000,1.000,0.000,0.000,0.000,,926,1,sepehr,سپهر,2
2,926,0,11,2.000,2.000,0.000,1.000,3.000,3.000,0.000,1.000,-33.333,-33.333,0.000,,926,1,sepehr,سپهر,2
3,926,0,11,2.333,2.333,0.000,1.000,2.000,2.000,0.000,1.000,16.667,16.667,0.000,,926,1,sepehr,سپهر,2
2,926,1,11,2.000,1.750,0.500,1.250,2.333,2.333,0.000,1.000,-14.286,-25.000,25.000,,926,1,sepehr,سپهر,2
1,926,1,11,3.167,3.167,0.000,1.000,2.000,1.750,0.500,1.250,58.333,80.952,-20.000,-100.000,926,1,sepehr,سپهر,2
3,926,1,11,3.143,3.000,0.429,1.020,3.167,3.167,0.000,1.000,-0.752,-5.263,2.041,,926,1,sepehr,سپهر,2
2,926,2,11,1.667,1.333,0.333,1.167,3.143,3.000,0.429,1.020,-46.970,-55.556,14.333,-22.222,926,1,sepehr,سپهر,2
1,926,2,11,3.500,3.167,0.167,1.076,1.667,1.333,0.333,1.167,110.000,137.500,-7.738,-50.000,926,1,sepehr,سپهر,2
3,926,2,11,2.167,2.167,0.167,1.000,3.500,3.167,0.167,1.076,-38.095,-31.579,-7.097,0.000,926,1,sepehr,سپهر,2
3,965,0,30,7.333,7.333,4.000,1.000,8.000,8.000,1.000,1.000,-8.333,-8.333,0.000,300.000,965,1,parastar,پرستار,14
1,965,0,30,1.667,1.667,0.333,1.000,7.333,7.333,4.000,1.000,-77.273,-77.273,0.000,-91.667,965,1,parastar,پرستار,14
2,965,0,30,6.667,6.667,5.333,1.000,1.667,1.667,0.333,1.000,300.000,300.000,0.000,1500.000,965,1,parastar,پرستار,14
1,965,1,30,3.667,3.000,0.333,1.194,6.667,6.667,5.333,1.000,-45.000,-55.000,19.444,-93.750,965,1,parastar,پرستار,14
2,965,1,30,6.286,6.286,2.286,1.000,3.667,3.000,0.333,1.194,71.429,109.524,-16.279,585.714,965,1,parastar,پرستار,14
3,965,1,30,9.143,9.000,2.571,1.009,6.286,6.286,2.286,1.000,45.455,43.182,0.893,12.500,965,1,parastar,پرستار,14
1,965,2,30,3.143,3.000,0.000,1.029,9.143,9.000,2.571,1.009,-65.625,-66.667,1.947,-100.000,965,1,parastar,پرستار,14
3,965,2,30,10.286,10.143,0.857,1.010,3.143,3.000,0.000,1.029,227.273,238.095,-1.786,,965,1,parastar,پرستار,14
2,965,2,30,6.571,6.143,2.429,1.068,10.286,10.143,0.857,1.010,-36.111,-39.437,5.724,183.333,965,1,parastar,پرستار,14
3,277,0,31,17.000,16.333,5.333,1.035,6.000,6.000,0.500,1.000,183.333,172.222,3.509,966.667,277,1,amiriyeh,امیریه,11
2,277,0,31,11.667,11.000,5.000,1.067,17.000,16.333,5.333,1.035,-31.373,-32.653,3.051,-6.250,277,1,amiriyeh,امیریه,11
1,277,0,31,7.333,6.333,0.000,1.127,11.667,11.000,5.000,1.067,-37.143,-42.424,5.682,-100.000,277,1,amiriyeh,امیریه,11
3,277,1,31,23.429,23.000,2.714,1.021,7.333,6.333,0.000,1.127,219.481,263.158,-9.432,,277,1,amiriyeh,امیریه,11
1,277,1,31,7.833,7.000,1.333,1.104,23.429,23.000,2.714,1.021,-66.565,-69.565,8.105,-50.877,277,1,amiriyeh,امیریه,11
2,277,1,31,8.571,8.286,4.429,1.025,7.833,7.000,1.333,1.104,9.422,18.367,-7.141,232.143,277,1,amiriyeh,امیریه,11
1,277,2,31,8.429,7.571,0.714,1.105,8.571,8.286,4.429,1.025,-1.667,-8.621,7.782,-83.871,277,1,amiriyeh,امیریه,11
3,277,2,31,21.143,21.000,2.857,1.009,8.429,7.571,0.714,1.105,150.847,177.358,-8.666,300.000,277,1,amiriyeh,امیریه,11
2,277,2,31,9.571,9.286,4.857,1.082,21.143,21.000,2.857,1.009,-54.730,-55.782,7.206,70.000,277,1,amiriyeh,امیریه,11
2,287,0,10,6.333,5.667,2.000,1.125,2.000,2.000,0.000,1.000,216.667,183.333,12.500,,287,1,emam-hossein,امام حسین(ع),7
1,287,0,10,1.333,1.333,0.000,1.000,6.333,5.667,2.000,1.125,-78.947,-76.471,-11.111,-100.000,287,1,emam-hossein,امام حسین(ع),7
3,287,0,10,11.000,11.000,1.333,1.000,1.333,1.333,0.000,1.000,725.000,725.000,0.000,,287,1,emam-hossein,امام حسین(ع),7
2,287,1,10,2.571,2.286,0.286,1.095,11.000,11.000,1.333,1.000,-76.623,-79.221,9.524,-78.571,287,1,emam-hossein,امام حسین(ع),7
3,287,1,10,14.429,14.143,1.714,1.018,2.571,2.286,0.286,1.095,461.111,518.750,-7.039,500.000,287,1,emam-hossein,امام حسین(ع),7
1,287,1,10,1.667,1.667,1.333,1.000,14.429,14.143,1.714,1.018,-88.449,-88.215,-1.782,-22.222,287,1,emam-hossein,امام حسین(ع),7
3,287,2,10,14.143,14.143,0.429,1.000,1.667,1.667,1.333,1.000,748.571,748.571,0.000,-67.857,287,1,emam-hossein,امام حسین(ع),7
2,287,2,10,3.571,3.000,0.000,1.190,14.143,14.143,0.429,1.000,-74.747,-78.788,19.048,-100.000,287,1,emam-hossein,امام حسین(ع),7
1,287,2,10,1.000,1.000,0.000,1.000,3.571,3.000,0.000,1.190,-72.000,-66.667,-16.000,,287,1,emam-hossein,امام حسین(ع),7
2,656,0,10,6.333,6.333,5.000,1.000,6.500,6.000,0.500,1.083,-2.564,5.556,-7.692,900.000,656,1,shadman,شادمهر,2
3,656,0,10,5.000,4.333,0.000,1.133,6.333,6.333,5.000,1.000,-21.053,-31.579,13.333,-100.000,656,1,shadman,شادمهر,2
1,656,0,10,11.667,10.667,1.000,1.073,5.000,4.333,0.000,1.133,133.333,146.154,-5.301,,656,1,shadman,شادمهر,2
3,656,1,10,7.143,6.429,1.857,1.130,11.667,10.667,1.000,1.073,-38.776,-39.732,5.301,85.714,656,1,shadman,شادمهر,2
2,656,1,10,6.714,6.000,4.143,1.116,7.143,6.429,1.857,1.130,-6.000,-6.667,-1.239,123.077,656,1,shadman,شادمهر,2
1,656,1,10,9.143,9.000,1.000,1.014,6.714,6.000,4.143,1.116,36.170,50.000,-9.127,-75.862,656,1,shadman,شادمهر,2
3,656,2,10,7.286,7.286,0.857,1.000,9.143,9.000,1.000,1.014,-20.313,-19.048,-1.408,-14.286,656,1,shadman,شادمهر,2
2,656,2,10,6.833,6.667,2.667,1.013,7.286,7.286,0.857,1.000,-6.209,-8.497,1.282,211.111,656,1,shadman,شادمهر,2
1,656,2,10,8.500,8.333,2.167,1.021,6.833,6.667,2.667,1.013,24.390,25.000,0.791,-18.750,656,1,shadman,شادمهر,2
2,112,0,10,5.000,5.000,1.000,1.000,3.500,3.500,0.000,1.000,42.857,42.857,0.000,,112,1,estakhr,استخر,4
1,112,0,10,1.667,1.667,0.333,1.000,5.000,5.000,1.000,1.000,-66.667,-66.667,0.000,-66.667,112,1,estakhr,استخر,4
3,112,0,10,13.000,13.000,5.667,1.000,1.667,1.667,0.333,1.000,680.000,680.000,0.000,1600.000,112,1,estakhr,استخر,4
2,112,1,10,10.714,9.857,1.857,1.084,13.000,13.000,5.667,1.000,-17.582,-24.176,8.442,-67.227,112,1,estakhr,استخر,4
3,112,1,10,13.571,13.143,1.000,1.032,10.714,9.857,1.857,1.084,26.667,33.333,-4.805,-46.154,112,1,estakhr,استخر,4
1,112,1,10,3.500,3.167,0.000,1.089,13.571,13.143,1.000,1.032,-74.211,-75.906,5.481,-100.000,112,1,estakhr,استخر,4
3,112,2,10,12.286,12.143,1.286,1.014,3.500,3.167,0.000,1.089,251.020,283.459,-6.851,,112,1,estakhr,استخر,4
2,112,2,10,7.143,6.571,2.857,1.064,12.286,12.143,1.286,1.014,-41.860,-45.882,4.890,122.222,112,1,estakhr,استخر,4
1,112,2,10,3.143,2.714,0.000,1.179,7.143,6.571,2.857,1.064,-56.000,-58.696,10.780,-100.000,112,1,estakhr,استخر,4
3,113,0,10,2.000,2.000,0.000,1.000,3.000,3.000,1.000,1.000,-33.333,-33.333,0.000,-100.000,113,1,shahrak-e-omid,شهرک امید,4
2,113,0,10,1.000,1.000,0.000,1.000,2.000,2.000,0.000,1.000,-50.000,-50.000,0.000,,113,1,shahrak-e-omid,شهرک امید,4
3,113,1,10,1.333,1.333,0.000,1.000,1.000,1.000,0.000,1.000,33.333,33.333,0.000,,113,1,shahrak-e-omid,شهرک امید,4
2,113,1,10,1.000,1.000,0.000,1.000,1.333,1.333,0.000,1.000,-25.000,-25.000,0.000,,113,1,shahrak-e-omid,شهرک امید,4
2,113,2,10,1.667,1.667,0.000,1.000,1.000,1.000,0.000,1.000,66.667,66.667,0.000,,113,1,shahrak-e-omid,شهرک امید,4
3,113,2,10,1.500,1.000,0.000,1.500,1.667,1.667,0.000,1.000,-10.000,-40.000,50.000,,113,1,shahrak-e-omid,شهرک امید,4
2,155,0,10,40.667,36.000,28.667,1.118,41.000,35.000,12.000,1.170,-0.813,2.857,-4.466,138.889,155,1,shahr-e-ziba,شهر زیبا,5
3,155,0,10,11.333,11.333,3.000,1.000,40.667,36.000,28.667,1.118,-72.131,-68.519,-10.552,-89.535,155,1,shahr-e-ziba,شهر زیبا,5
1,155,0,10,68.333,58.000,5.000,1.176,11.333,11.333,3.000,1.000,502.941,411.765,17.605,66.667,155,1,shahr-e-ziba,شهر زیبا,5
3,155,1,10,13.714,13.571,2.429,1.009,68.333,58.000,5.000,1.176,-79.930,-76.601,-14.210,-51.429,155,1,shahr-e-ziba,شهر زیبا,5
1,155,1,10,66.143,57.857,1.286,1.138,13.714,13.571,2.429,1.009,382.292,326.316,12.786,-47.059,155,1,shahr-e-ziba,شهر زیبا,5
2,155,1,10,33.000,30.571,24.000,1.080,66.143,57.857,1.286,1.138,-50.108,-47.160,-5.102,1766.667,155,1,shahr-e-ziba,شهر زیبا,5
2,155,2,10,33.143,30.714,19.000,1.082,33.000,30.571,24.000,1.080,0.433,0.467,0.169,-20.833,155,1,shahr-e-ziba,شهر زیبا,5
3,155,2,10,13.429,13.143,2.714,1.019,33.143,30.714,19.000,1.082,-59.483,-57.209,-5.792,-85.714,155,1,shahr-e-ziba,شهر زیبا,5
1,155,2,10,63.286,56.286,0.714,1.127,13.429,13.143,2.714,1.019,371.277,328.261,10.594,-73.684,155,1,shahr-e-ziba,شهر زیبا,5
3,167,0,10,8.333,8.333,0.333,1.000,13.000,11.000,0.000,1.175,-35.897,-24.242,-14.894,,167,1,ekbatan,اکباتان,5
2,167,0,10,11.667,11.333,4.333,1.030,8.333,8.333,0.333,1.000,40.000,36.000,3.030,1200.000,167,1,ekbatan,اکباتان,5
1,167,0,10,6.667,5.667,0.333,1.130,11.667,11.333,4.333,1.030,-42.857,-50.000,9.641,-92.308,167,1,ekbatan,اکباتان,5
2,167,1,10,13.714,12.429,5.857,1.089,6.667,5.667,0.333,1.130,105.714,119.328,-3.634,1657.143,167,1,ekbatan,اکباتان,5
3,167,1,10,11.857,11.571,0.571,1.018,13.714,12.429,5.857,1.089,-13.542,-6.897,-6.471,-90.244,167,1,ekbatan,اکباتان,5
1,167,1,10,7.571,6.714,0.714,1.118,11.857,11.571,0.571,1.018,-36.145,-41.975,9.772,25.000,167,1,ekbatan,اکباتان,5
3,167,2,10,11.143,10.714,1.429,1.044,7.571,6.714,0.714,1.118,47.170,59.574,-6.619,100.000,167,1,ekbatan,اکباتان,5
2,167,2,10,14.000,12.714,2.714,1.100,11.143,10.714,1.429,1.044,25.641,18.667,5.433,90.000,167,1,ekbatan,اکباتان,5
1,167,2,10,8.857,7.429,0.571,1.227,14.000,12.714,2.714,1.100,-36.735,-41.573,11.467,-78.947,167,1,ekbatan,اکباتان,5
1,299,0,,13.000,12.000,1.333,1.081,6.500,6.500,0.500,1.000,100.000,84.615,8.148,166.667,299,1,motahari,سنایی,
2,299,0,,10.667,9.667,4.000,1.143,13.000,12.000,1.333,1.081,-17.949,-19.444,5.675,200.000,299,1,motahari,سنایی,
3,299,0,,4.500,4.500,1.000,1.000,10.667,9.667,4.000,1.143,-57.813,-53.448,-12.500,-75.000,299,1,motahari,سنایی,
1,299,1,,10.000,9.167,0.833,1.078,4.500,4.500,1.000,1.000,122.222,103.704,7.751,-16.667,299,1,motahari,سنایی,
2,299,1,,8.333,7.667,3.000,1.083,10.000,9.167,0.833,1.078,-16.667,-16.364,0.540,260.000,299,1,motahari,سنایی,
3,299,1,,5.143,5.000,1.000,1.036,8.333,7.667,3.000,1.083,-38.286,-34.783,-4.396,-66.667,299,1,motahari,سنایی,
2,299,2,,7.833,7.667,2.167,1.013,5.143,5.000,1.000,1.036,52.315,53.333,-2.210,116.667,299,1,motahari,سنایی,
1,299,2,,11.714,10.000,0.000,1.143,7.833,7.667,2.167,1.013,49.544,30.435,12.899,-100.000,299,1,motahari,سنایی,
3,299,2,,4.571,4.429,5.429,1.014,11.714,10.000,0.000,1.143,-60.976,-55.714,-11.297,,299,1,motahari,سنایی,
2,241,0,30,6.667,6.000,0.000,1.083,9.000,8.000,0.000,1.100,-25.926,-25.000,-1.515,,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
3,241,0,30,13.333,12.667,0.667,1.056,6.667,6.000,0.000,1.083,100.000,111.111,-2.564,,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
1,241,0,30,6.000,3.000,0.000,2.125,13.333,12.667,0.667,1.056,-55.000,-76.316,101.316,-100.000,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
2,241,1,30,7.000,6.286,1.429,1.079,6.000,3.000,0.000,2.125,16.667,109.524,-49.206,,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
1,241,1,30,4.600,2.400,0.000,1.900,7.000,6.286,1.429,1.079,-34.286,-61.818,76.029,-100.000,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
3,241,1,30,20.714,20.429,1.571,1.011,4.600,2.400,0.000,1.900,350.311,751.190,-46.775,,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
2,241,2,30,7.714,6.714,0.143,1.129,20.714,20.429,1.571,1.011,-62.759,-67.133,11.600,-90.909,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
1,241,2,30,4.857,2.143,0.000,2.333,7.714,6.714,0.143,1.129,-37.037,-68.085,106.751,-100.000,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
3,241,2,30,19.429,19.429,0.143,1.000,4.857,2.143,0.000,2.333,300.000,806.667,-57.143,,241,1,shahrak-e-kianshahr,شهرک کیانشهر,15
2,198,0,30,3.667,3.667,0.667,1.000,9.000,6.500,0.000,1.393,-59.259,-43.590,-28.205,,198,1,azari,آذری,17
