district_id,week_tir,place4,place2,district,name,region,business_type
302,1,302,1,north-sohrevardi,Ø³Ù‡Ø±ÙˆØ±Ø¯ÛŒ,7,1
302,2,302,1,north-sohrevardi,Ø³Ù‡Ø±ÙˆØ±Ø¯ÛŒ,7,1
984,0,984,1,sartakht,Ø³Ø±ØªØ®Øª,20,1
984,1,984,1,sartakht,Ø³Ø±ØªØ®Øª,20,1
984,2,984,1,sartakht,Ø³Ø±ØªØ®Øª,20,1
172,0,172,1,sadeghiyeh,ØµØ§Ø¯Ù‚ÛŒÙ‡,2,1
172,1,172,1,sadeghiyeh,ØµØ§Ø¯Ù‚ÛŒÙ‡,2,1
172,2,172,1,sadeghiyeh,ØµØ§Ø¯Ù‚ÛŒÙ‡,2,1
78,0,78,1,shahrak-e-gharb,Ø´Ù‡Ø±Ú© ØºØ±Ø¨,2,1
78,1,78,1,shahrak-e-gharb,Ø´Ù‡Ø±Ú© ØºØ±Ø¨,2,1
78,2,78,1,shahrak-e-gharb,Ø´Ù‡Ø±Ú© ØºØ±Ø¨,2,1
924,0,924,1,hezarsang,Ù‡Ø²Ø§Ø±Ø³Ù†Ú¯,1,1
924,1,924,1,hezarsang,Ù‡Ø²Ø§Ø±Ø³Ù†Ú¯,1,1
924,2,924,1,hezarsang,Ù‡Ø²Ø§Ø±Ø³Ù†Ú¯,1,1
973,0,973,1,saheb-al-zaman,ØµØ§Ø­Ø¨ Ø§Ù„Ø²Ù…Ø§Ù†,14,1
973,1,973,1,saheb-al-zaman,ØµØ§Ø­Ø¨ Ø§Ù„Ø²Ù…Ø§Ù†,14,1
973,2,973,1,saheb-al-zaman,ØµØ§Ø­Ø¨ Ø§Ù„Ø²Ù…Ø§Ù†,14,1
955,0,955,1,zarkesh,Ø²Ø±Ú©Ø´,8,1
955,1,955,1,zarkesh,Ø²Ø±Ú©Ø´,8,1
955,2,955,1,zarkesh,Ø²Ø±Ú©Ø´,8,1
1020,0,1020,1,abouzar,Ø§Ø¨ÙˆØ°Ø± (Ù…Ù†Ø·Ù‚Ù‡ Û±Ûµ),15,1
1020,1,1020,1,abouzar,Ø§Ø¨ÙˆØ°Ø± (Ù…Ù†Ø·Ù‚Ù‡ Û±Ûµ),15,1
1020,2,1020,1,abouzar,Ø§Ø¨ÙˆØ°Ø± (Ù…Ù†Ø·Ù‚Ù‡ Û±Ûµ),15,1
125,0,125,1,shams-abad,Ø´Ù…Ø³â€ŒØ¢Ø¨Ø§Ø¯,4,1
125,1,125,1,shams-abad,Ø´Ù…Ø³â€ŒØ¢Ø¨Ø§Ø¯,4,1
125,2,125,1,shams-abad,Ø´Ù…Ø³â€ŒØ¢Ø¨Ø§Ø¯,4,1
140,0,140,1,shahrak-e-koohsar,Ø´Ù‡Ø±Ú© Ú©ÙˆÙ‡Ø³Ø§Ø±,5,1
140,1,140,1,shahrak-e-koohsar,Ø´Ù‡Ø±Ú© Ú©ÙˆÙ‡Ø³Ø§Ø±,5,1
140,2,140,1,shahrak-e-koohsar,Ø´Ù‡Ø±Ú© Ú©ÙˆÙ‡Ø³Ø§Ø±,5,1
298,0,298,1,iranshahr,Ø§ÛŒØ±Ø§Ù†Ø´Ù‡Ø±,6,1
298,1,298,1,iranshahr,Ø§ÛŒØ±Ø§Ù†Ø´Ù‡Ø±,6,1
298,2,298,1,iranshahr,Ø§ÛŒØ±Ø§Ù†Ø´Ù‡Ø±,6,1
1015,0,1015,1,bisim,Ø¨ÛŒØ³ÛŒÙ…,15,1
1015,1,1015,1,bisim,Ø¨ÛŒØ³ÛŒÙ…,15,1
1015,2,1015,1,bisim,Ø¨ÛŒØ³ÛŒÙ…,15,1
289,0,289,1,sad-dastgah,ØµØ¯ Ø¯Ø³ØªÚ¯Ø§Ù‡,14,1
289,1,289,1,sad-dastgah,ØµØ¯ Ø¯Ø³ØªÚ¯Ø§Ù‡,14,1
289,2,289,1,sad-dastgah,ØµØ¯ Ø¯Ø³ØªÚ¯Ø§Ù‡,14,1
983,0,983,1,sizdah-aban,Ø³ÛŒØ²Ø¯Ù‡ Ø¢Ø¨Ø§Ù†,20,1
983,1,983,1,sizdah-aban,Ø³ÛŒØ²Ø¯Ù‡ Ø¢Ø¨Ø§Ù†,20,1
983,2,983,1,sizdah-aban,Ø³ÛŒØ²Ø¯Ù‡ Ø¢Ø¨Ø§Ù†,20,1
913,0,913,1,saeed-abad,Ø³Ø¹ÛŒØ¯Ø¢Ø¨Ø§Ø¯,18,1
913,1,913,1,saeed-abad,Ø³Ø¹ÛŒØ¯Ø¢Ø¨Ø§Ø¯,18,1
913,2,913,1,saeed-abad,Ø³Ø¹ÛŒØ¯Ø¢Ø¨Ø§Ø¯,18,1
374,0,374,1,vardavard,ÙˆØ±Ø¯Ø¢ÙˆØ±Ø¯,21,1
374,1,374,1,vardavard,ÙˆØ±Ø¯Ø¢ÙˆØ±Ø¯,21,1
374,2,374,1,vardavard,ÙˆØ±Ø¯Ø¢ÙˆØ±Ø¯,21,1
1014,0,1014,1,imam-sajjad,Ø§Ù…Ø§Ù… Ø³Ø¬Ø§Ø¯(Ø¹),17,1
1014,1,1014,1,imam-sajjad,Ø§Ù…Ø§Ù… Ø³Ø¬Ø§Ø¯(Ø¹),17,1
1014,2,1014,1,imam-sajjad,Ø§Ù…Ø§Ù… Ø³Ø¬Ø§Ø¯(Ø¹),17,1
935,0,935,1,nosrat,Ù†ØµØ±Øª,6,1
935,1,935,1,nosrat,Ù†ØµØ±Øª,6,1
935,2,935,1,nosrat,Ù†ØµØ±Øª,6,1
216,0,216,1,hasan-abad-baqer-far,Ø­Ø³Ù†â€ŒØ¢Ø¨Ø§Ø¯ Ø¨Ø§Ù‚Ø±ÙØ±,20,1
216,1,216,1,hasan-abad-baqer-far,Ø­Ø³Ù†â€ŒØ¢Ø¨Ø§Ø¯ Ø¨Ø§Ù‚Ø±ÙØ±,20,1
216,2,216,1,hasan-abad-baqer-far,Ø­Ø³Ù†â€ŒØ¢Ø¨Ø§Ø¯ Ø¨Ø§Ù‚Ø±ÙØ±,20,1
286,0,286,1,eshrat-abad,Ø®ÙˆØ§Ø¬Ù‡ Ù†ØµÛŒØ± Ø·ÙˆØ³ÛŒ,7,1
286,1,286,1,eshrat-abad,Ø®ÙˆØ§Ø¬Ù‡ Ù†ØµÛŒØ± Ø·ÙˆØ³ÛŒ,7,1
286,2,286,1,eshrat-abad,Ø®ÙˆØ§Ø¬Ù‡ Ù†ØµÛŒØ± Ø·ÙˆØ³ÛŒ,7,1
999,0,999,1,salamat,Ø³Ù„Ø§Ù…Øª,11,1
999,1,999,1,salamat,Ø³Ù„Ø§Ù…Øª,11,1
999,2,999,1,salamat,Ø³Ù„Ø§Ù…Øª,11,1
173,0,173,1,aboozar,Ø§Ø¨Ø§Ø°Ø±,5,1
173,1,173,1,aboozar,Ø§Ø¨Ø§Ø°Ø±,5,1
173,2,173,1,aboozar,Ø§Ø¨Ø§Ø°Ø±,5,1
194,0,194,1,shahrak-e-vali-e-asr,Ø´Ù‡Ø±Ú© ÙˆÙ„ÛŒØ¹ØµØ±,18,1
194,1,194,1,shahrak-e-vali-e-asr,Ø´Ù‡Ø±Ú© ÙˆÙ„ÛŒØ¹ØµØ±,18,1
194,2,194,1,shahrak-e-vali-e-asr,Ø´Ù‡Ø±Ú© ÙˆÙ„ÛŒØ¹ØµØ±,18,1
59,0,59,1,farahzad,ÙØ±Ø­Ø²Ø§Ø¯,2,1
59,1,59,1,farahzad,ÙØ±Ø­Ø²Ø§Ø¯,2,1
59,2,59,1,farahzad,ÙØ±Ø­Ø²Ø§Ø¯,2,1
122,0,122,1,zeynabeiyeh,Ø²ÛŒÙ†Ø¨ÛŒÙ‡,13,1
960,0,960,1,tehran-gorgan,Ú¯Ø±Ú¯Ø§Ù†,7,1
960,1,960,1,tehran-gorgan,Ú¯Ø±Ú¯Ø§Ù†,7,1
960,2,960,1,tehran-gorgan,Ú¯Ø±Ú¯Ø§Ù†,7,1
313,0,313,1,shahr-e-qods,Ø´Ù‡Ø± Ù‚Ø¯Ø³,,1
313,1,313,1,shahr-e-qods,Ø´Ù‡Ø± Ù‚Ø¯Ø³,,1
313,2,313,1,shahr-e-qods,Ø´Ù‡Ø± Ù‚Ø¯Ø³,,1
985,0,985,1,hamzeh-abad,Ø­Ù…Ø²Ù‡â€ŒØ¢Ø¨Ø§Ø¯,20,1
985,1,985,1,hamzeh-abad,Ø­Ù…Ø²Ù‡â€ŒØ¢Ø¨Ø§Ø¯,20,1
985,2,985,1,hamzeh-abad,Ø­Ù…Ø²Ù‡â€ŒØ¢Ø¨Ø§Ø¯,20,1
1030,0,1030,1,shahrak-shahid-bagheri,Ø´Ù‡Ø±Ú© Ø´Ù‡ÛŒØ¯ Ø¨Ø§Ù‚Ø±ÛŒ,22,1
1030,1,1030,1,shahrak-shahid-bagheri,Ø´Ù‡Ø±Ú© Ø´Ù‡ÛŒØ¯ Ø¨Ø§Ù‚Ø±ÛŒ,22,1
1030,2,1030,1,shahrak-shahid-bagheri,Ø´Ù‡Ø±Ú© Ø´Ù‡ÛŒØ¯ Ø¨Ø§Ù‚Ø±ÛŒ,22,1
81,0,81,1,vanak-village,Ø¯Ù‡â€ŒÙˆÙ†Ú©,3,1
81,1,81,1,vanak-village,Ø¯Ù‡â€ŒÙˆÙ†Ú©,3,1
81,2,81,1,vanak-village,Ø¯Ù‡â€ŒÙˆÙ†Ú©,3,1
165,0,165,1,west-shahrak-e-golestan,Ø´Ù‡Ø±Ú© Ø±Ø§Ù‡â€ŒØ¢Ù‡Ù†,22,1
165,1,165,1,west-shahrak-e-golestan,Ø´Ù‡Ø±Ú© Ø±Ø§Ù‡â€ŒØ¢Ù‡Ù†,22,1
165,2,165,1,west-shahrak-e-golestan,Ø´Ù‡Ø±Ú© Ø±Ø§Ù‡â€ŒØ¢Ù‡Ù†,22,1
315,0,315,1,vanak,ÙˆÙ†Ú©,3,1
315,1,315,1,vanak,ÙˆÙ†Ú©,3,1
315,2,315,1,vanak,ÙˆÙ†Ú©,3,1
180,1,180,1,shahrak-e-aseman,Ø´Ù‡Ø±Ú© Ø¢Ø³Ù…Ø§Ù†,9,1
180,2,180,1,shahrak-e-aseman,Ø´Ù‡Ø±Ú© Ø¢Ø³Ù…Ø§Ù†,9,1
195,0,195,1,ostad-moein,Ø§Ø³ØªØ§Ø¯ Ù…Ø¹ÛŒÙ†,9,1
195,1,195,1,ostad-moein,Ø§Ø³ØªØ§Ø¯ Ù…Ø¹ÛŒÙ†,9,1
195,2,195,1,ostad-moein,Ø§Ø³ØªØ§Ø¯ Ù…Ø¹ÛŒÙ†,9,1
82,0,82,1,poonak,Ù¾ÙˆÙ†Ú©,5,1
82,1,82,1,poonak,Ù¾ÙˆÙ†Ú©,5,1
82,2,82,1,poonak,Ù¾ÙˆÙ†Ú©,5,1
133,0,133,1,vahidiyeh,ÙˆØ­ÛŒØ¯ÛŒÙ‡,8,1
133,1,133,1,vahidiyeh,ÙˆØ­ÛŒØ¯ÛŒÙ‡,8,1
133,2,133,1,vahidiyeh,ÙˆØ­ÛŒØ¯ÛŒÙ‡,8,1
980,0,980,1,taqiabad-rey,Ø´Ù‡Ø± Ø±ÛŒ - ØªÙ‚ÛŒâ€ŒØ¢Ø¨Ø§Ø¯,20,1
980,1,980,1,taqiabad-rey,Ø´Ù‡Ø± Ø±ÛŒ - ØªÙ‚ÛŒâ€ŒØ¢Ø¨Ø§Ø¯,20,1
980,2,980,1,taqiabad-rey,Ø´Ù‡Ø± Ø±ÛŒ - ØªÙ‚ÛŒâ€ŒØ¢Ø¨Ø§Ø¯,20,1
42,0,42,1,niavaran,Ù†ÛŒØ§ÙˆØ±Ø§Ù†,1,1
42,1,42,1,niavaran,Ù†ÛŒØ§ÙˆØ±Ø§Ù†,1,1
42,2,42,1,niavaran,Ù†ÛŒØ§ÙˆØ±Ø§Ù†,1,1
151,0,151,1,north-shahran,Ø´Ù‡Ø±Ø§Ù† Ø´Ù…Ø§Ù„ÛŒ,5,1
151,1,151,1,north-shahran,Ø´Ù‡Ø±Ø§Ù† Ø´Ù…Ø§Ù„ÛŒ,5,1
151,2,151,1,north-shahran,Ø´Ù‡Ø±Ø§Ù† Ø´Ù…Ø§Ù„ÛŒ,5,1
1028,0,1028,1,tehran-jolfa,Ø¬Ù„ÙØ§,3,1
1028,1,1028,1,tehran-jolfa,Ø¬Ù„ÙØ§,3,1
1028,2,1028,1,tehran-jolfa,Ø¬Ù„ÙØ§,3,1
90,0,90,1,yousef-abad,ÛŒÙˆØ³Ùâ€ŒØ¢Ø¨Ø§Ø¯,6,1
90,1,90,1,yousef-abad,ÛŒÙˆØ³Ùâ€ŒØ¢Ø¨Ø§Ø¯,6,1
90,2,90,1,yousef-abad,ÛŒÙˆØ³Ùâ€ŒØ¢Ø¨Ø§Ø¯,6,1
159,0,159,1,shahrak-e-parvaz,Ø´Ù‡Ø±Ú© Ù¾Ø±ÙˆØ§Ø²,5,1
159,1,159,1,shahrak-e-parvaz,Ø´Ù‡Ø±Ú© Ù¾Ø±ÙˆØ§Ø²,5,1
159,2,159,1,shahrak-e-parvaz,Ø´Ù‡Ø±Ú© Ù¾Ø±ÙˆØ§Ø²,5,1
256,0,256,1,esfandyari,Ø§Ø³ÙÙ†Ø¯ÛŒØ§Ø±ÛŒ,19,1
256,1,256,1,esfandyari,Ø§Ø³ÙÙ†Ø¯ÛŒØ§Ø±ÛŒ,19,1
256,2,256,1,esfandyari,Ø§Ø³ÙÙ†Ø¯ÛŒØ§Ø±ÛŒ,19,1
312,0,312,1,shahid-navab-safavi,Ù†ÙˆØ§Ø¨,10,1
312,1,312,1,shahid-navab-safavi,Ù†ÙˆØ§Ø¨,10,1
312,2,312,1,shahid-navab-safavi,Ù†ÙˆØ§Ø¨,10,1
425,0,425,1,varamin,ÙˆØ±Ø§Ù…ÛŒÙ†,,1
425,1,425,1,varamin,ÙˆØ±Ø§Ù…ÛŒÙ†,,1
425,2,425,1,varamin,ÙˆØ±Ø§Ù…ÛŒÙ†,,1
1029,0,1029,1,dr-hoshyar,Ø¯Ú©ØªØ± Ù‡ÙˆØ´ÛŒØ§Ø±,9,1
1029,1,1029,1,dr-hoshyar,Ø¯Ú©ØªØ± Ù‡ÙˆØ´ÛŒØ§Ø±,9,1
1029,2,1029,1,dr-hoshyar,Ø¯Ú©ØªØ± Ù‡ÙˆØ´ÛŒØ§Ø±,9,1
297,0,297,1,behjat-abad,Ø¨Ù‡Ø¬Øªâ€ŒØ¢Ø¨Ø§Ø¯,6,1
297,1,297,1,behjat-abad,Ø¨Ù‡Ø¬Øªâ€ŒØ¢Ø¨Ø§Ø¯,6,1
297,2,297,1,behjat-abad,Ø¨Ù‡Ø¬Øªâ€ŒØ¢Ø¨Ø§Ø¯,6,1
117,0,117,1,sarsabz,Ù…Ø¯Ø§Ø¦Ù†,8,1
117,1,117,1,sarsabz,Ù…Ø¯Ø§Ø¦Ù†,8,1
117,2,117,1,sarsabz,Ù…Ø¯Ø§Ø¦Ù†,8,1
291,0,291,1,farah-abad,Ø§Ø¦Ù…Ù‡ Ø§Ø·Ù‡Ø§Ø±,14,1
291,1,291,1,farah-abad,Ø§Ø¦Ù…Ù‡ Ø§Ø·Ù‡Ø§Ø±,14,1
291,2,291,1,farah-abad,Ø§Ø¦Ù…Ù‡ Ø§Ø·Ù‡Ø§Ø±,14,1
1019,0,1019,1,atabak,Ø§ØªØ§Ø¨Ú©,15,1
1019,1,1019,1,atabak,Ø§ØªØ§Ø¨Ú©,15,1
1019,2,1019,1,atabak,Ø§ØªØ§Ø¨Ú©,15,1
121,0,121,1,hakimiyeh,Ø­Ú©ÛŒÙ…ÛŒÙ‡,4,1
121,1,121,1,hakimiyeh,Ø­Ú©ÛŒÙ…ÛŒÙ‡,4,1
121,2,121,1,hakimiyeh,Ø­Ú©ÛŒÙ…ÛŒÙ‡,4,1
46,0,46,1,golab-dareh,Ú¯Ù„Ø§Ø¨ Ø¯Ø±Ù‡,1,1
46,1,46,1,golab-dareh,Ú¯Ù„Ø§Ø¨ Ø¯Ø±Ù‡,1,1
46,2,46,1,golab-dareh,Ú¯Ù„Ø§Ø¨ Ø¯Ø±Ù‡,1,1
217,0,217,1,baq-e-rezavan,Ø¨Ø§Øº Ø±Ø¶ÙˆØ§Ù†,20,1
217,1,217,1,baq-e-rezavan,Ø¨Ø§Øº Ø±Ø¶ÙˆØ§Ù†,20,1
284,0,284,1,sarsabil,Ø³Ù„Ø³Ø¨ÛŒÙ„,10,1
284,1,284,1,sarsabil,Ø³Ù„Ø³Ø¨ÛŒÙ„,10,1
284,2,284,1,sarsabil,Ø³Ù„Ø³Ø¨ÛŒÙ„,10,1
987,0,987,1,aqdasiyeh-rey,Ø´Ù‡Ø± Ø±ÛŒ - Ø§Ù‚Ø¯Ø³ÛŒÙ‡,20,1
987,1,987,1,aqdasiyeh-rey,Ø´Ù‡Ø± Ø±ÛŒ - Ø§Ù‚Ø¯Ø³ÛŒÙ‡,20,1
987,2,987,1,aqdasiyeh-rey,Ø´Ù‡Ø± Ø±ÛŒ - Ø§Ù‚Ø¯Ø³ÛŒÙ‡,20,1
1008,0,1008,1,tehran-shandiz,Ø´Ø§Ù†Ø¯ÛŒØ²,17,1
1008,1,1008,1,tehran-shandiz,Ø´Ø§Ù†Ø¯ÛŒØ²,17,1
1008,2,1008,1,tehran-shandiz,Ø´Ø§Ù†Ø¯ÛŒØ²,17,1
70,0,70,1,gholhak,Ù‚Ù„Ù‡Ú©,3,1
70,1,70,1,gholhak,Ù‚Ù„Ù‡Ú©,3,1
70,2,70,1,gholhak,Ù‚Ù„Ù‡Ú©,3,1
300,0,300,1,abbas-abad,Ø¹Ø¨Ø§Ø³â€ŒØ¢Ø¨Ø§Ø¯,6,1
300,1,300,1,abbas-abad,Ø¹Ø¨Ø§Ø³â€ŒØ¢Ø¨Ø§Ø¯,6,1
300,2,300,1,abbas-abad,Ø¹Ø¨Ø§Ø³â€ŒØ¢Ø¨Ø§Ø¯,6,1
1004,0,1004,1,shabiri,Ø´Ø¨ÛŒØ±ÛŒ,10,1
1004,1,1004,1,shabiri,Ø´Ø¨ÛŒØ±ÛŒ,10,1
1004,2,1004,1,shabiri,Ø´Ø¨ÛŒØ±ÛŒ,10,1
99,0,99,1,hassan-abad,Ø­Ø³Ù†â€ŒØ¢Ø¨Ø§Ø¯,11,1
99,1,99,1,hassan-abad,Ø­Ø³Ù†â€ŒØ¢Ø¨Ø§Ø¯,11,1
99,2,99,1,hassan-abad,Ø­Ø³Ù†â€ŒØ¢Ø¨Ø§Ø¯,11,1
937,0,937,1,tehran-khaghani,Ø®Ø§Ù‚Ø§Ù†ÛŒ,7,1
937,1,937,1,tehran-khaghani,Ø®Ø§Ù‚Ø§Ù†ÛŒ,7,1
937,2,937,1,tehran-khaghani,Ø®Ø§Ù‚Ø§Ù†ÛŒ,7,1
976,0,976,1,mesgar-abad,Ù…Ø³Ú¯Ø±Ø¢Ø¨Ø§Ø¯,15,1
976,1,976,1,mesgar-abad,Ù…Ø³Ú¯Ø±Ø¢Ø¨Ø§Ø¯,15,1
976,2,976,1,mesgar-abad,Ù…Ø³Ú¯Ø±Ø¢Ø¨Ø§Ø¯,15,1
231,0,231,1,javanmard-e-ghasab,Ø¬ÙˆØ§Ù†Ù…Ø±Ø¯ Ù‚ØµØ§Ø¨,20,1
231,1,231,1,javanmard-e-ghasab,Ø¬ÙˆØ§Ù†Ù…Ø±Ø¯ Ù‚ØµØ§Ø¨,20,1
231,2,231,1,javanmard-e-ghasab,Ø¬ÙˆØ§Ù†Ù…Ø±Ø¯ Ù‚ØµØ§Ø¨,20,1
86,0,86,1,jordan,Ø¬Ø±Ø¯Ù†,3,1
86,1,86,1,jordan,Ø¬Ø±Ø¯Ù†,3,1
86,2,86,1,jordan,Ø¬Ø±Ø¯Ù†,3,1
109,0,109,1,east-tehranpars,ØªÙ‡Ø±Ø§Ù†Ù¾Ø§Ø±Ø³ Ø´Ø±Ù‚ÛŒ,4,1
109,1,109,1,east-tehranpars,ØªÙ‡Ø±Ø§Ù†Ù¾Ø§Ø±Ø³ Ø´Ø±Ù‚ÛŒ,4,1
109,2,109,1,east-tehranpars,ØªÙ‡Ø±Ø§Ù†Ù¾Ø§Ø±Ø³ Ø´Ø±Ù‚ÛŒ,4,1
918,0,918,1,dolatkhah,Ø¯ÙˆÙ„ØªØ®ÙˆØ§Ù‡,19,1
918,1,918,1,dolatkhah,Ø¯ÙˆÙ„ØªØ®ÙˆØ§Ù‡,19,1
918,2,918,1,dolatkhah,Ø¯ÙˆÙ„ØªØ®ÙˆØ§Ù‡,19,1
1006,0,1006,1,haftchenar,Ù‡ÙØª Ú†Ù†Ø§Ø±,10,1
1006,1,1006,1,haftchenar,Ù‡ÙØª Ú†Ù†Ø§Ø±,10,1
1006,2,1006,1,haftchenar,Ù‡ÙØª Ú†Ù†Ø§Ø±,10,1
60,0,60,1,mahmoodiyeh,Ù…Ø­Ù…ÙˆØ¯ÛŒÙ‡,1,1
60,1,60,1,mahmoodiyeh,Ù…Ø­Ù…ÙˆØ¯ÛŒÙ‡,1,1
60,2,60,1,mahmoodiyeh,Ù…Ø­Ù…ÙˆØ¯ÛŒÙ‡,1,1
189,0,189,1,shadabad,Ø´Ø§Ø¯Ø¢Ø¨Ø§Ø¯,18,1
189,1,189,1,shadabad,Ø´Ø§Ø¯Ø¢Ø¨Ø§Ø¯,18,1
189,2,189,1,shadabad,Ø´Ø§Ø¯Ø¢Ø¨Ø§Ø¯,18,1
1026,0,1026,1,east-saleh-abad,ØµØ§Ù„Ø­â€ŒØ¢Ø¨Ø§Ø¯ Ø´Ø±Ù‚ÛŒ,20,1
1026,1,1026,1,east-saleh-abad,ØµØ§Ù„Ø­â€ŒØ¢Ø¨Ø§Ø¯ Ø´Ø±Ù‚ÛŒ,20,1
1026,2,1026,1,east-saleh-abad,ØµØ§Ù„Ø­â€ŒØ¢Ø¨Ø§Ø¯ Ø´Ø±Ù‚ÛŒ,20,1
311,0,311,1,azad-shahr,Ø³Ø±Ùˆ Ø¢Ø²Ø§Ø¯,22,1
311,1,311,1,azad-shahr,Ø³Ø±Ùˆ Ø¢Ø²Ø§Ø¯,22,1
311,2,311,1,azad-shahr,Ø³Ø±Ùˆ Ø¢Ø²Ø§Ø¯,22,1
93,0,93,1,bazaar,Ø¨Ø§Ø²Ø§Ø±,12,1
93,1,93,1,bazaar,Ø¨Ø§Ø²Ø§Ø±,12,1
93,2,93,1,bazaar,Ø¨Ø§Ø²Ø§Ø±,12,1
969,0,969,1,shokoofeh,Ø´Ú©ÙˆÙÙ‡,14,1
969,1,969,1,shokoofeh,Ø´Ú©ÙˆÙÙ‡,14,1
969,2,969,1,shokoofeh,Ø´Ú©ÙˆÙÙ‡,14,1
40,0,40,1,ajoodanieh,Ø¢Ø¬ÙˆØ¯Ø§Ù†ÛŒÙ‡,1,1
40,1,40,1,ajoodanieh,Ø¢Ø¬ÙˆØ¯Ø§Ù†ÛŒÙ‡,1,1
40,2,40,1,ajoodanieh,Ø¢Ø¬ÙˆØ¯Ø§Ù†ÛŒÙ‡,1,1
204,0,204,1,jamalzadeh,Ø¬Ù…Ø§Ù„â€ŒØ²Ø§Ø¯Ù‡,6,1
204,1,204,1,jamalzadeh,Ø¬Ù…Ø§Ù„â€ŒØ²Ø§Ø¯Ù‡,6,1
204,2,204,1,jamalzadeh,Ø¬Ù…Ø§Ù„â€ŒØ²Ø§Ø¯Ù‡,6,1
251,0,251,1,charsad-dastgah,Ú†Ù‡Ø§Ø±ØµØ¯ Ø¯Ø³ØªÚ¯Ø§Ù‡,14,1
251,1,251,1,charsad-dastgah,Ú†Ù‡Ø§Ø±ØµØ¯ Ø¯Ø³ØªÚ¯Ø§Ù‡,14,1
251,2,251,1,charsad-dastgah,Ú†Ù‡Ø§Ø±ØµØ¯ Ø¯Ø³ØªÚ¯Ø§Ù‡,14,1
259,0,259,1,shahrak-e-aboozar,Ø´Ù‡Ø±Ú© Ø§Ø¨ÙˆØ°Ø±,19,1
259,1,259,1,shahrak-e-aboozar,Ø´Ù‡Ø±Ú© Ø§Ø¨ÙˆØ°Ø±,19,1
259,2,259,1,shahrak-e-aboozar,Ø´Ù‡Ø±Ú© Ø§Ø¨ÙˆØ°Ø±,19,1
282,0,282,1,hor-square,Ù…ÛŒØ¯Ø§Ù† Ø­Ø±,11,1
282,1,282,1,hor-square,Ù…ÛŒØ¯Ø§Ù† Ø­Ø±,11,1
282,2,282,1,hor-square,Ù…ÛŒØ¯Ø§Ù† Ø­Ø±,11,1
285,0,285,1,darvazeh-shemiran,Ø¯Ø±ÙˆØ§Ø²Ù‡ Ø´Ù…ÛŒØ±Ø§Ù†,12,1
285,1,285,1,darvazeh-shemiran,Ø¯Ø±ÙˆØ§Ø²Ù‡ Ø´Ù…ÛŒØ±Ø§Ù†,12,1
285,2,285,1,darvazeh-shemiran,Ø¯Ø±ÙˆØ§Ø²Ù‡ Ø´Ù…ÛŒØ±Ø§Ù†,12,1
147,0,147,1,shahin,Ø´Ø§Ù‡ÛŒÙ†,5,1
147,1,147,1,shahin,Ø´Ø§Ù‡ÛŒÙ†,5,1
147,2,147,1,shahin,Ø´Ø§Ù‡ÛŒÙ†,5,1
908,0,908,1,havanirooz,Ù‡ÙˆØ§Ù†ÛŒØ±ÙˆØ²,22,1
908,1,908,1,havanirooz,Ù‡ÙˆØ§Ù†ÛŒØ±ÙˆØ²,22,1
908,2,908,1,havanirooz,Ù‡ÙˆØ§Ù†ÛŒØ±ÙˆØ²,22,1
1032,0,1032,1,shahrak-daneshgahi,Ø´Ù‡Ø±Ú© Ø¯Ø§Ù†Ø´Ú¯Ø§Ù‡ÛŒ,21,1
1032,2,1032,1,shahrak-daneshgahi,Ø´Ù‡Ø±Ú© Ø¯Ø§Ù†Ø´Ú¯Ø§Ù‡ÛŒ,21,1
240,0,240,1,shoosh,Ø´ÙˆØ´,15,1
240,1,240,1,shoosh,Ø´ÙˆØ´,15,1
240,2,240,1,shoosh,Ø´ÙˆØ´,15,1
263,0,263,1,eslam-abad,Ø´Ù‡ÛŒØ¯ Ø±Ø¬Ø§ÛŒÛŒ,18,1
263,1,263,1,eslam-abad,Ø´Ù‡ÛŒØ¯ Ø±Ø¬Ø§ÛŒÛŒ,18,1
263,2,263,1,eslam-abad,Ø´Ù‡ÛŒØ¯ Ø±Ø¬Ø§ÛŒÛŒ,18,1
1003,0,1003,1,shahid-dastgheyb,Ø´Ù‡ÛŒØ¯ Ø¯Ø³ØªØºÛŒØ¨,9,1
1003,1,1003,1,shahid-dastgheyb,Ø´Ù‡ÛŒØ¯ Ø¯Ø³ØªØºÛŒØ¨,9,1
1003,2,1003,1,shahid-dastgheyb,Ø´Ù‡ÛŒØ¯ Ø¯Ø³ØªØºÛŒØ¨,9,1
1017,0,1017,1,khavaran,Ø®Ø§ÙˆØ±Ø§Ù†,14,1
1017,1,1017,1,khavaran,Ø®Ø§ÙˆØ±Ø§Ù†,14,1
1017,2,1017,1,khavaran,Ø®Ø§ÙˆØ±Ø§Ù†,14,1
64,0,64,1,farmaniyeh,ÙØ±Ù…Ø§Ù†ÛŒÙ‡,1,1
64,1,64,1,farmaniyeh,ÙØ±Ù…Ø§Ù†ÛŒÙ‡,1,1
64,2,64,1,farmaniyeh,ÙØ±Ù…Ø§Ù†ÛŒÙ‡,1,1
917,0,917,1,behdasht,Ø¨Ù‡Ø¯Ø§Ø´Øª,18,1
917,1,917,1,behdasht,Ø¨Ù‡Ø¯Ø§Ø´Øª,18,1
917,2,917,1,behdasht,Ø¨Ù‡Ø¯Ø§Ø´Øª,18,1
