post_price_effect_share,post_price_effect_count,post_price_effect_percent,district_price_effect
-100,-1,-50,0
-85.71428571,-0.857142857,-46.15384615,0
42.42424242,1.272727273,73.68421053,0
-44.44444444,-0.444444444,-30.76923077,0
22.22222222,0.666666667,28.57142857,0
-77.77777778,-0.777777778,-43.75,0
-116.6666667,-1.166666667,-53.84615385,0
-25,-0.25,-20,0
40.38461538,1.615384615,67.74193548,0
8.333333333,0.25,9.090909091,0
50,1,100,0
21.21212121,0.636363636,26.92307692,0
61.81818182,6.181818182,161.9047619,0
23.33333333,0.7,30.43478261,0
-240,-2.4,-70.58823529,0
0,0,0,0
70,3.5,233.3333333,0
-33.33333333,-0.333333333,-25,0
-100,-1,-50,0
-20,-0.2,-16.66666667,0
14.28571429,0.285714286,16.66666667,0
0,0,0,0
50,2,100,0
-85.71428571,-0.857142857,-46.15384615,0
-50,-0.5,-33.33333333,0
-75,-0.75,-42.85714286,0
0,0,0,0
-50,-0.5,-33.33333333,0
-40,-0.4,-28.57142857,0
28,1.4,38.88888889,0
45.05494505,3.153846154,82,0
-120,-1.2,-54.54545455,0
0,0,0,0
0,0,0,0
66,3.3,194.1176471,0
-100,-1,-50,0
20,0.4,25,0
-12.5,-0.25,-11.11111111,0
-140,-1.4,-58.33333333,0
-50,-0.5,-33.33333333,0
-11.11111111,-0.111111111,-10,0
0,0,0,0
50,1,100,0
50,1,100,0
-92.06349206,-8.285714286,-47.9338843,0
-50,-0.5,-33.33333333,0
0,0,0,0
55.55555556,1.666666667,125,0
29.16666667,1.166666667,41.17647059,0
-133.3333333,-1.333333333,-57.14285714,0
-50,-1,-33.33333333,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33.33333333,1,50,0
0,0,0,0
40,2,66.66666667,0
0,0,0,0
-50,-1,-33.33333333,0
27.69230769,1.384615385,38.29787234,0
62.5,5,166.6666667,0
0,0,0,0
0,0,0,0
-145.5357143,-11.64285714,-59.27272727,0
-133.3333333,-1.333333333,-57.14285714,0
-60,-0.6,-37.5,0
0,0,0,0
26.62337662,3.727272727,36.28318584,0
25,0.5,33.33333333,0
13.88888889,0.555555556,16.12903226,0
0,0,0,0
50,1.5,100,0
-191.6666667,-1.916666667,-65.71428571,0
-33.33333333,-0.333333333,-25,0
33.33333333,1,50,0
-455.5555556,-4.555555556,-82,0
0,0,0,0
-42.85714286,-0.857142857,-30,0
0,0,0,0
-100,-1,-50,0
0,0,0,0
-16.66666667,-0.666666667,-14.28571429,0
-1.428571429,-0.1,-1.408450704,0
0,0,0,0
-50,-0.5,-33.33333333,0
0,0,0,0
-260,-2.6,-72.22222222,0
-62.5,-2.5,-38.46153846,0
-133.3333333,-4,-57.14285714,0
0,0,0,0
30,0.6,42.85714286,0
-164.2857143,-1.642857143,-62.16216216,0
-50,-0.5,-33.33333333,0
0,0,0,0
-100,-1,-50,0
0,0,0,0
0,0,0,0
43.33333333,1.3,76.47058824,0
0,0,0,0
-22.22222222,-0.444444444,-18.18181818,0
-266.6666667,-2.666666667,-72.72727273,0
-142.8571429,-1.428571429,-58.82352941,0
11.11111111,0.333333333,12.5,0
50,1,100,0
-75,-0.75,-42.85714286,0
0,0,0,0
-50,-0.5,-33.33333333,0
31.25,0.625,45.45454545,0
-31.25,-0.625,-23.80952381,0
-33.33333333,-0.333333333,-25,0
-7.692307692,-0.230769231,-7.142857143,0
0,0,0,0
-140,-1.4,-58.33333333,0
54.28571429,2.714285714,118.75,0
-42.85714286,-0.428571429,-30,0
-20,-0.2,-16.66666667,0
66.66666667,2,200,0
-166.6666667,-1.666666667,-62.5,0
-11.11111111,-0.222222222,-10,0
49.2481203,9.357142857,97.03703704,0
-642.8571429,-6.428571429,-86.53846154,0
-266.6666667,-2.666666667,-72.72727273,0
0,0,0,0
50,1,100,0
-300,-3,-75,0
-125,-1.25,-55.55555556,0
80,4,400,0
53.57142857,3.75,115.3846154,0
39.28571429,1.571428571,64.70588235,0
0,0,0,0
-2.777777778,-0.083333333,-2.702702703,0
47.61904762,1.428571429,90.90909091,0
25,0.5,33.33333333,0
50,1,100,0
-183.3333333,-3.666666667,-64.70588235,0
-33.33333333,-0.333333333,-25,0
-93.93939394,-2.818181818,-48.4375,0
-390.9090909,-3.909090909,-79.62962963,0
50,1,100,0
50,1,100,0
0,0,0,0
16.66666667,0.5,20,0
-150,-1.5,-60,0
12.5,0.25,14.28571429,0
-292.3076923,-2.923076923,-74.50980392,0
-87.5,-0.875,-46.66666667,0
-42.85714286,-0.428571429,-30,0
55.88235294,9.5,126.6666667,0
-269.2307692,-2.692307692,-72.91666667,0
0,0,0,0
0,0,0,0
0,0,0,0
-253.8461538,-2.538461538,-71.73913043,0
-200,-2,-66.66666667,0
50,1,100,0
25,0.5,33.33333333,0
66.66666667,2,200,0
83.33333333,5,500,0
66.66666667,2,200,0
4.166666667,0.166666667,4.347826087,0
-166.6666667,-1.666666667,-62.5,0
33.33333333,1,50,0
-127.2727273,-1.272727273,-56,0
55.55555556,1.666666667,125,0
-25,-0.5,-20,0
-88.88888889,-0.888888889,-47.05882353,0
-111.1111111,-1.111111111,-52.63157895,0
10.71428571,0.857142857,12,0
50,1,100,0
66.66666667,2,200,0
-66.66666667,-0.666666667,-40,0
0,0,0,0
-100,-1,-50,0
0,0,0,0
-237.5,-2.375,-70.37037037,0
0,0,0,0
-50,-0.5,-33.33333333,0
-116.6666667,-1.166666667,-53.84615385,0
-45.45454545,-0.454545455,-31.25,0
-100,-1,-50,0
-600,-6,-85.71428571,0
-148.9795918,-10.42857143,-59.83606557,0
-400,-4,-80,0
-66.66666667,-0.666666667,-40,0
22.72727273,2.5,29.41176471,0
10,0.2,11.11111111,0
0,0,0,0
-261.5384615,-2.615384615,-72.34042553,0
-225,-2.25,-69.23076923,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
-125,-1.25,-55.55555556,0
9.375,0.375,10.34482759,0
-75,-0.75,-42.85714286,0
12.5,0.25,14.28571429,0
45.83333333,1.833333333,84.61538462,0
-100,-1,-50,0
-288.8888889,-2.888888889,-74.28571429,0
20.51282051,1.230769231,25.80645161,0
-44.44444444,-0.444444444,-30.76923077,0
0,0,0,0
0,0,0,0
66.66666667,2,200,0
0,0,0,0
0,0,0,0
-307.1428571,-3.071428571,-75.43859649,0
-200,-2,-66.66666667,0
0,0,0,0
-486.6666667,-4.866666667,-82.95454545,0
-25,-0.25,-20,0
0,0,0,0
19.44444444,1.166666667,24.13793103,0
66.66666667,7.333333333,200,0
0,0,0,0
-88.46153846,-1.769230769,-46.93877551,0
-125,-1.25,-55.55555556,0
0,0,0,0
18.75,0.375,23.07692308,0
71.42857143,5,250,0
80.99173554,8.909090909,426.0869565,0
0,0,0,0
41.66666667,3.333333333,71.42857143,0
37.5,1.5,60,0
-60,-0.6,-37.5,0
13.46153846,0.538461538,15.55555556,0
-25,-0.25,-20,0
-50,-0.5,-33.33333333,0
-100,-1,-50,0
0,0,0,0
0,0,0,0
-100,-1,-50,0
0,0,0,0
89.58333333,14.33333333,860,0
-1600,-16,-94.11764706,0
-235.7142857,-2.357142857,-70.21276596,0
0,0,0,0
0,0,0,0
-133.3333333,-1.333333333,-57.14285714,0
0,0,0,0
-50,-3,-33.33333333,0
0,0,0,0
50,2,100,0
-100,-2,-50,0
-33.33333333,-0.333333333,-25,0
75,3,300,0
-85.71428571,-0.857142857,-46.15384615,0
-12.5,-0.25,-11.11111111,0
33.33333333,0.666666667,50,0
66.66666667,2.666666667,200,0
-100,-1,-50,0
-100,-1,-50,0
-257.1428571,-2.571428571,-72,0
-200,-6,-66.66666667,0
-5.357142857,-0.428571429,-5.084745763,0
-25,-0.25,-20,0
-83.33333333,-0.833333333,-45.45454545,0
-9.523809524,-0.857142857,-8.695652174,0
37.5,2.25,60,0
50,1.5,100,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
0,0,0,0
0,0,0,0
-100,-1,-50,0
0,0,0,0
-200,-2,-66.66666667,0
33.33333333,1,50,0
50,1,100,0
-62.5,-0.625,-38.46153846,0
-8.333333333,-0.166666667,-7.692307692,0
50,2.5,100,0
-5.555555556,-0.111111111,-5.263157895,0
50,1,100,0
-125,-2.5,-55.55555556,0
0,0,0,0
-160,-1.6,-61.53846154,0
13.33333333,0.4,15.38461538,0
-100,-1,-50,0
-50,-0.5,-33.33333333,0
-25,-0.5,-20,0
13.33333333,0.4,15.38461538,0
0,0,0,0
0,0,0,0
0,0,0,0
-103.8461538,-2.076923077,-50.94339623,0
36.36363636,1.090909091,57.14285714,0
40,1.2,66.66666667,0
-85.71428571,-0.857142857,-46.15384615,0
33.33333333,1,50,0
40,0.8,66.66666667,0
-355.5555556,-3.555555556,-78.04878049,0
0,0,0,0
-45.45454545,-0.909090909,-31.25,0
40.47619048,2.833333333,68,0
-200,-2,-66.66666667,0
64.54545455,6.454545455,182.0512821,0
-25,-0.25,-20,0
-100,-1,-50,0
-272.7272727,-2.727272727,-73.17073171,0
0,0,0,0
-40,-0.4,-28.57142857,0
83.33333333,15,500,0
0,0,0,0
-120,-1.2,-54.54545455,0
60.8974359,7.307692308,155.7377049,0
-100,-1,-50,0
0,0,0,0
-187.5,-1.875,-65.2173913,0
-30,-1.2,-23.07692308,0
-100,-1,-50,0
-325,-6.5,-76.47058824,0
25,1,33.33333333,0
50,1,100,0
-80,-0.8,-44.44444444,0
-100,-1,-50,0
31.94444444,2.875,46.93877551,0
-428.5714286,-4.285714286,-81.08108108,0
-25,-0.25,-20,0
0,0,0,0
-100,-1,-50,0
21.42857143,0.428571429,27.27272727,0
0,0,0,0
-150,-4.5,-60,0
0,0,0,0
-181.8181818,-1.818181818,-64.51612903,0
-40,-0.4,-28.57142857,0
-275,-2.75,-73.33333333,0
16.66666667,0.666666667,20,0
0,0,0,0
-269.2307692,-5.384615385,-72.91666667,0
3.703703704,0.333333333,3.846153846,0
-100,-1,-50,0
0,0,0,0
-200,-2,-66.66666667,0
33.33333333,1,50,0
-60,-0.6,-37.5,0
-120,-1.2,-54.54545455,0
-71.42857143,-0.714285714,-41.66666667,0
-75,-0.75,-42.85714286,0
-60,-0.6,-37.5,0
-4.761904762,-0.428571429,-4.545454545,0
-16.66666667,-0.166666667,-14.28571429,0
-610.7142857,-12.21428571,-85.92964824,0
-433.3333333,-4.333333333,-81.25,0
-200,-2,-66.66666667,0
-264.2857143,-2.642857143,-72.54901961,0
-15,-0.3,-13.04347826,0
0,0,0,0
-300,-3,-75,0
80,4,400,0
-100,-1,-50,0
-66.66666667,-0.666666667,-40,0
25,1,33.33333333,0
-1076.923077,-10.76923077,-91.50326797,0
-33.33333333,-0.333333333,-25,0
-77.77777778,-0.777777778,-43.75,0
56.25,4.5,128.5714286,0
0,0,0,0
50,2.5,100,0
50,1,100,0
-62.5,-0.625,-38.46153846,0
0,0,0,0
-75,-0.75,-42.85714286,0
55,2.75,122.2222222,0
25,0.5,33.33333333,0
0,0,0,0
-50,-0.5,-33.33333333,0
25,0.5,33.33333333,0
0,0,0,0
-200,-2,-66.66666667,0
19.04761905,1.714285714,23.52941176,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
40,2,66.66666667,0
-50,-1,-33.33333333,0
61.9047619,5.571428571,162.5,0
61.66666667,7.4,160.8695652,0
60,3,150,0
19.04761905,0.571428571,23.52941176,0
0,0,0,0
0,0,0,0
-40,-0.4,-28.57142857,0
0,0,0,0
0,0,0,0
-50,-0.5,-33.33333333,0
38.0952381,1.142857143,61.53846154,0
-3.333333333,-0.1,-3.225806452,0
0,0,0,0
31.25,2.5,45.45454545,0
0,0,0,0
-20,-0.2,-16.66666667,0
-60,-1.2,-37.5,0
-133.3333333,-1.333333333,-57.14285714,0
-21.42857143,-0.428571429,-17.64705882,0
0,0,0,0
22.22222222,0.666666667,28.57142857,0
-120,-1.2,-54.54545455,0
0,0,0,0
0,0,0,0
-150,-1.5,-60,0
27.27272727,0.545454545,37.5,0
-66.66666667,-0.666666667,-40,0
50,1,100,0
-50,-1,-33.33333333,0
-75,-0.75,-42.85714286,0
25,0.5,33.33333333,0
30.95238095,2.166666667,44.82758621,0
33.33333333,0.666666667,50,0
-66.66666667,-0.666666667,-40,0
-62.5,-0.625,-38.46153846,0
-326.6666667,-3.266666667,-76.5625,0
66.66666667,2,200,0
0,0,0,0
62.5,5,166.6666667,0
-78.57142857,-1.571428571,-44,0
-70,-1.4,-41.17647059,0
-10.41666667,-0.416666667,-9.433962264,0
-66.66666667,-0.666666667,-40,0
24.61538462,1.230769231,32.65306122,0
26.19047619,1.571428571,35.48387097,0
0,0,0,0
44.44444444,1.333333333,80,0
-75,-1.5,-42.85714286,0
-40,-0.4,-28.57142857,0
50,1,100,0
-100,-1,-50,0
-209.0909091,-2.090909091,-67.64705882,0
0,0,0,0
-2.5,-0.1,-2.43902439,0
0,0,0,0
0,0,0,0
0,0,0,0
-16.66666667,-0.166666667,-14.28571429,0
-50,-0.5,-33.33333333,0
0,0,0,0
-62.5,-1.25,-38.46153846,0
-100,-2,-50,0
-150,-1.5,-60,0
46.79487179,12.16666667,87.95180723,0
-71.42857143,-0.714285714,-41.66666667,0
-300,-3,-75,0
55,4.4,122.2222222,0
33.33333333,1.333333333,50,0
-50,-0.5,-33.33333333,0
8.333333333,0.5,9.090909091,0
-200,-2,-66.66666667,0
-100,-3,-50,0
-100,-1,-50,0
-71.42857143,-5,-41.66666667,0
33.33333333,0.666666667,50,0
-50,-1,-33.33333333,0
0,0,0,0
0,0,0,0
57.14285714,2.285714286,133.3333333,0
-203.8461538,-4.076923077,-67.08860759,0
62.22222222,3.111111111,164.7058824,0
7.272727273,0.363636364,7.843137255,0
0,0,0,0
55.55555556,1.666666667,125,0
-60,-0.6,-37.5,0
0,0,0,0
50,1.5,100,0
40,4,66.66666667,0
-150,-9,-60,0
81.25,6.5,433.3333333,0
-50,-1,-33.33333333,0
0,0,0,0
70,3.5,233.3333333,0
-16.66666667,-0.333333333,-14.28571429,0
-58.33333333,-2.333333333,-36.84210526,0
-100,-1,-50,0
-50,-0.5,-33.33333333,0
41.66666667,1.25,71.42857143,0
25,0.5,33.33333333,0
-188.5714286,-18.85714286,-65.34653465,0
50,2,100,0
0,0,0,0
0,0,0,0
83.33333333,11.66666667,500,0
40,2,66.66666667,0
0,0,0,0
0,0,0,0
-1330,-13.3,-93.00699301,0
-78.57142857,-1.571428571,-44,0
33.33333333,0.666666667,50,0
30,0.6,42.85714286,0
-42.85714286,-0.428571429,-30,0
-75,-1.5,-42.85714286,0
56.34920635,5.071428571,129.0909091,0
10,0.2,11.11111111,0
20,0.4,25,0
-54.16666667,-1.083333333,-35.13513514,0
-100,-1,-50,0
-150,-1.5,-60,0
0,0,0,0
-75,-0.75,-42.85714286,0
-80,-0.8,-44.44444444,0
20,0.4,25,0
0,0,0,0
-157.1428571,-1.571428571,-61.11111111,0
0,0,0,0
-100,-1,-50,0
-33.33333333,-0.333333333,-25,0
61.81818182,3.090909091,161.9047619,0
44.44444444,1.333333333,80,0
68.75,2.75,220,0
59.84848485,6.583333333,149.0566038,0
-50,-0.5,-33.33333333,0
16.66666667,0.333333333,20,0
-25.64102564,-0.769230769,-20.40816327,0
-42.85714286,-0.428571429,-30,0
0,0,0,0
0,0,0,0
-28.57142857,-0.857142857,-22.22222222,0
-80,-0.8,-44.44444444,0
0,0,0,0
8.333333333,0.166666667,9.090909091,0
-20,-0.2,-16.66666667,0
-33.33333333,-0.333333333,-25,0
0,0,0,0
18.51851852,0.555555556,22.72727273,0
-42.85714286,-0.428571429,-30,0
-60.60606061,-1.818181818,-37.73584906,0
-51.64835165,-3.615384615,-34.05797101,0
-63.63636364,-1.272727273,-38.88888889,0
0,0,0,0
-81.81818182,-0.818181818,-45,0
0,0,0,0
-125,-2.5,-55.55555556,0
-50,-0.5,-33.33333333,0
-140,-1.4,-58.33333333,0
-50,-0.5,-33.33333333,0
50,1,100,0
-25,-0.25,-20,0
41.66666667,1.666666667,71.42857143,0
8.333333333,0.5,9.090909091,0
-100,-1,-50,0
21.42857143,0.428571429,27.27272727,0
0,0,0,0
-162.5,-1.625,-61.9047619,0
-66.66666667,-0.666666667,-40,0
0,0,0,0
0,0,0,0
-130,-1.3,-56.52173913,0
10.71428571,0.428571429,12,0
-33.33333333,-0.333333333,-25,0
0,0,0,0
-34.28571429,-1.714285714,-25.53191489,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
-150,-3,-60,0
-75,-0.75,-42.85714286,0
-140,-1.4,-58.33333333,0
-22.72727273,-0.454545455,-18.51851852,0
-56.25,-2.25,-36,0
-60,-1.2,-37.5,0
-20.30075188,-3.857142857,-16.875,0
-200,-2,-66.66666667,0
0,0,0,0
57.14285714,4,133.3333333,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
40,0.8,66.66666667,0
-100,-1,-50,0
-100,-2,-50,0
-75,-1.5,-42.85714286,0
55,5.5,122.2222222,0
-166.6666667,-1.666666667,-62.5,0
66.66666667,2,200,0
-100,-1,-50,0
11.11111111,0.333333333,12.5,0
-33.33333333,-0.333333333,-25,0
-1.19047619,-0.071428571,-1.176470588,0
0,0,0,0
-18.75,-1.5,-15.78947368,0
0,0,0,0
0,0,0,0
50,1,100,0
6.25,0.125,6.666666667,0
-533.3333333,-5.333333333,-84.21052632,0
-26.66666667,-1.333333333,-21.05263158,0
0,0,0,0
0,0,0,0
-100,-1,-50,0
37.5,0.75,60,0
-44.44444444,-0.444444444,-30.76923077,0
-188.8888889,-1.888888889,-65.38461538,0
50,1,100,0
-44.44444444,-0.444444444,-30.76923077,0
-44.44444444,-0.444444444,-30.76923077,0
46.42857143,1.857142857,86.66666667,0
35.71428571,0.714285714,55.55555556,0
-13.88888889,-0.416666667,-12.19512195,0
67.85714286,2.714285714,211.1111111,0
-60.71428571,-1.214285714,-37.77777778,0
-277.7777778,-2.777777778,-73.52941176,0
0,0,0,0
-60,-0.6,-37.5,0
78.57142857,11,366.6666667,0
-44.44444444,-0.444444444,-30.76923077,0
33.33333333,0.666666667,50,0
-60,-1.8,-37.5,0
-50,-0.5,-33.33333333,0
-75,-0.75,-42.85714286,0
-188.8888889,-1.888888889,-65.38461538,0
0,0,0,0
-76.92307692,-0.769230769,-43.47826087,0
40,0.8,66.66666667,0
-33.33333333,-0.666666667,-25,0
28.57142857,1.714285714,40,0
0,0,0,0
0,0,0,0
75,3,300,0
0,0,0,0
-457.1428571,-4.571428571,-82.05128205,0
5,0.1,5.263157895,0
80,4,400,0
-100,-1,-50,0
-403.8461538,-8.076923077,-80.15267176,0
0,0,0,0
-84.61538462,-1.692307692,-45.83333333,0
53.84615385,3.230769231,116.6666667,0
-40,-0.8,-28.57142857,0
19.78021978,1.384615385,24.65753425,0
-66.66666667,-0.666666667,-40,0
-10,-0.2,-9.090909091,0
-39.39393939,-1.181818182,-28.26086957,0
-110,-1.1,-52.38095238,0
19.04761905,1.714285714,23.52941176,0
11.11111111,0.333333333,12.5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
41.66666667,0.833333333,71.42857143,0
-200,-2,-66.66666667,0
-12.5,-0.5,-11.11111111,0
34.92063492,2.444444444,53.65853659,0
27.77777778,0.833333333,38.46153846,0
-87.5,-0.875,-46.66666667,0
-100,-1,-50,0
-16.66666667,-0.333333333,-14.28571429,0
25,0.5,33.33333333,0
80,4,400,0
-100,-1,-50,0
-50,-0.5,-33.33333333,0
0,0,0,0
30.95238095,1.857142857,44.82758621,0
50,2,100,0
0,0,0,0
-100,-1,-50,0
-50,-0.5,-33.33333333,0
-162.5,-1.625,-61.9047619,0
-33.33333333,-0.333333333,-25,0
75,3,300,0
0,0,0,0
12.5,0.75,14.28571429,0
-20,-0.2,-16.66666667,0
-80.35714286,-3.214285714,-44.55445545,0
-200,-2,-66.66666667,0
60,3,150,0
55.95238095,3.357142857,127.027027,0
-14.28571429,-0.714285714,-12.5,0
-200,-2,-66.66666667,0
-10,-0.2,-9.090909091,0
20.83333333,1.25,26.31578947,0
0,0,0,0
0,0,0,0
-116.6666667,-2.333333333,-53.84615385,0
-366.6666667,-3.666666667,-78.57142857,0
75,6,300,0
0,0,0,0
55.55555556,5,125,0
-170,-1.7,-62.96296296,0
-50,-0.5,-33.33333333,0
0,0,0,0
-75,-0.75,-42.85714286,0
16.66666667,1,20,0
-125,-5,-55.55555556,0
-7.142857143,-0.142857143,-6.666666667,0
0,0,0,0
8.333333333,0.166666667,9.090909091,0
-125,-1.25,-55.55555556,0
0,0,0,0
-660,-6.6,-86.84210526,0
-50,-0.5,-33.33333333,0
55.55555556,1.666666667,125,0
50.79365079,4.571428571,103.2258065,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
-33.33333333,-0.333333333,-25,0
0,0,0,0
-5,-0.2,-4.761904762,0
50,1,100,0
54.16666667,2.166666667,118.1818182,0
-61.11111111,-1.222222222,-37.93103448,0
-100,-1,-50,0
-40,-0.4,-28.57142857,0
-33.33333333,-0.333333333,-25,0
42.85714286,3,75,0
-50,-0.5,-33.33333333,0
-100,-1,-50,0
-142.8571429,-1.428571429,-58.82352941,0
0,0,0,0
53.22580645,16.5,113.7931034,0
-50,-0.5,-33.33333333,0
0,0,0,0
33.33333333,0.666666667,50,0
0,0,0,0
-50,-0.5,-33.33333333,0
50,1,100,0
-114.2857143,-1.142857143,-53.33333333,0
33.33333333,0.666666667,50,0
50,1,100,0
-60,-0.6,-37.5,0
-100,-1,-50,0
-16.66666667,-0.333333333,-14.28571429,0
-50,-0.5,-33.33333333,0
-63.88888889,-1.916666667,-38.98305085,0
63.88888889,3.833333333,176.9230769,0
50,2,100,0
62.5,2.5,166.6666667,0
-50,-1,-33.33333333,0
-120,-1.2,-54.54545455,0
-50,-0.5,-33.33333333,0
-100,-1,-50,0
-100,-2,-50,0
12.5,0.25,14.28571429,0
-50,-0.5,-33.33333333,0
25,0.5,33.33333333,0
-70,-0.7,-41.17647059,0
21.42857143,0.428571429,27.27272727,0
-50,-0.5,-33.33333333,0
-100,-1,-50,0
-46.42857143,-0.928571429,-31.70731707,0
-18.18181818,-0.181818182,-15.38461538,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
25,0.5,33.33333333,0
0,0,0,0
1.298701299,0.090909091,1.315789474,0
0,0,0,0
33.33333333,1,50,0
66.66666667,2,200,0
-100,-1,-50,0
-16.66666667,-0.333333333,-14.28571429,0
60,3,150,0
-400,-4,-80,0
-100,-1,-50,0
20.45454545,2.454545455,25.71428571,0
-233.3333333,-2.333333333,-70,0
0,0,0,0
9.523809524,0.571428571,10.52631579,0
-150,-1.5,-60,0
9.090909091,0.181818182,10,0
50,1,100,0
-100,-1,-50,0
-100,-3,-50,0
-283.3333333,-5.666666667,-73.91304348,0
-40,-0.4,-28.57142857,0
16.96428571,1.357142857,20.43010753,0
0,0,0,0
50,2.5,100,0
-120,-1.2,-54.54545455,0
-25,-1,-20,0
0,0,0,0
-200,-2,-66.66666667,0
0,0,0,0
0,0,0,0
-100,-1,-50,0
0,0,0,0
-20,-0.2,-16.66666667,0
0,0,0,0
-137.5,-1.375,-57.89473684,0
0,0,0,0
-188.8888889,-1.888888889,-65.38461538,0
0,0,0,0
75,3,300,0
-200,-2,-66.66666667,0
-100,-1,-50,0
50,1,100,0
-487.5,-4.875,-82.9787234,0
62.85714286,4.4,169.2307692,0
-70,-0.7,-41.17647059,0
0,0,0,0
-66.66666667,-2,-40,0
16.66666667,0.333333333,20,0
-108.3333333,-1.083333333,-52,0
-150,-1.5,-60,0
9.090909091,0.272727273,10,0
0,0,0,0
0,0,0,0
-78.57142857,-1.571428571,-44,0
0,0,0,0
-37.5,-0.75,-27.27272727,0
-142.8571429,-1.428571429,-58.82352941,0
67.77777778,6.1,210.3448276,0
-100,-4,-50,0
0,0,0,0
-100,-1,-50,0
-260,-2.6,-72.22222222,0
-50,-0.5,-33.33333333,0
-140,-1.4,-58.33333333,0
-80,-0.8,-44.44444444,0
0,0,0,0
0,0,0,0
7.142857143,0.142857143,7.692307692,0
-240,-2.4,-70.58823529,0
0,0,0,0
33.84615385,1.692307692,51.1627907,0
-75,-0.75,-42.85714286,0
-140,-1.4,-58.33333333,0
-66.66666667,-1.333333333,-40,0
-50,-0.5,-33.33333333,0
13.26530612,0.928571429,15.29411765,0
66,6.6,194.1176471,0
50,1,100,0
41.07142857,2.875,69.6969697,0
-5.128205128,-0.153846154,-4.87804878,0
0,0,0,0
-276.9230769,-2.769230769,-73.46938776,0
-36.36363636,-0.363636364,-26.66666667,0
-75,-0.75,-42.85714286,0
-33.33333333,-0.333333333,-25,0
-14.28571429,-0.142857143,-12.5,0
50,2,100,0
0,0,0,0
0,0,0,0
-200,-2,-66.66666667,0
-114.2857143,-2.285714286,-53.33333333,0
14.28571429,0.285714286,16.66666667,0
-25,-0.25,-20,0
0,0,0,0
0,0,0,0
-263.6363636,-2.636363636,-72.5,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
56.66666667,1.7,130.7692308,0
-100,-1,-50,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
30,0.6,42.85714286,0
-50,-0.5,-33.33333333,0
0,0,0,0
-25,-0.25,-20,0
-2.777777778,-0.111111111,-2.702702703,0
62.5,5,166.6666667,0
50,1,100,0
0,0,0,0
-30,-1.5,-23.07692308,0
0,0,0,0
-375,-3.75,-78.94736842,0
-300,-3,-75,0
0,0,0,0
-50,-0.5,-33.33333333,0
-154.5454545,-1.545454545,-60.71428571,0
0,0,0,0
-25,-0.25,-20,0
-136.3636364,-1.363636364,-57.69230769,0
0,0,0,0
-97.43589744,-2.923076923,-49.35064935,0
66.66666667,4,200,0
0,0,0,0
25,0.5,33.33333333,0
17.94871795,0.538461538,21.875,0
-26.92307692,-1.615384615,-21.21212121,0
0,0,0,0
-22.22222222,-0.444444444,-18.18181818,0
0,0,0,0
0,0,0,0
-100,-1,-50,0
43.18181818,8.636363636,76,0
-233.3333333,-2.333333333,-70,0
-51.19047619,-3.071428571,-33.85826772,0
-90,-1.8,-47.36842105,0
-250,-2.5,-71.42857143,0
-50,-0.5,-33.33333333,0
0,0,0,0
-57.14285714,-1.714285714,-36.36363636,0
-25,-0.25,-20,0
-116.6666667,-1.166666667,-53.84615385,0
0,0,0,0
0,0,0,0
-20,-0.2,-16.66666667,0
-33.33333333,-0.333333333,-25,0
-42.85714286,-2.142857143,-30,0
-62.5,-0.625,-38.46153846,0
50,1,100,0
-400,-4,-80,0
-85.71428571,-0.857142857,-46.15384615,0
47.91666667,3.833333333,92,0
25,0.5,33.33333333,0
0,0,0,0
48.88888889,2.444444444,95.65217391,0
25,0.5,33.33333333,0
0,0,0,0
20.40816327,1.428571429,25.64102564,0
-115.3846154,-2.307692308,-53.57142857,0
-100,-1,-50,0
-26.15384615,-1.307692308,-20.73170732,0
-60,-0.6,-37.5,0
37.5,0.75,60,0
0,0,0,0
33.33333333,0.666666667,50,0
-425,-4.25,-80.95238095,0
44.44444444,2.666666667,80,0
64.58333333,11.625,182.3529412,0
-138.4615385,-4.153846154,-58.06451613,0
49.20634921,4.428571429,96.875,0
-150,-1.5,-60,0
-12.5,-0.25,-11.11111111,0
7.692307692,0.153846154,8.333333333,0
0,0,0,0
-83.07692308,-4.153846154,-45.37815126,0
6.666666667,0.2,7.142857143,0
40,2,66.66666667,0
-18.75,-0.75,-15.78947368,0
-166.6666667,-1.666666667,-62.5,0
-3.846153846,-0.153846154,-3.703703704,0
53.33333333,1.6,114.2857143,0
0,0,0,0
-100,-1,-50,0
19.04761905,0.571428571,23.52941176,0
40,1.2,66.66666667,0
-33.33333333,-0.333333333,-25,0
-38.0952381,-2.285714286,-27.5862069,0
-175,-1.75,-63.63636364,0
11.11111111,0.222222222,12.5,0
-200,-2,-66.66666667,0
0,0,0,0
50,3.5,100,0
