post_price_effect_share,post_price_effect_count,post_price_effect_percent,district_price_effect
33.33333333,1,50,0
0,0,0,0
-150,-1.5,-60,0
-200,-2,-66.66666667,0
-211.1111111,-2.111111111,-67.85714286,0
40,2.4,66.66666667,0
0,0,0,0
0,0,0,0
-57.14285714,-0.571428571,-36.36363636,0
0,0,0,0
-20.45454545,-0.818181818,-16.98113208,0
-133.3333333,-1.333333333,-57.14285714,0
0,0,0,0
-76.92307692,-2.307692308,-43.47826087,0
-177.7777778,-5.333333333,-64,0
-150,-1.5,-60,0
85.71428571,6,600,0
0,0,0,0
25,0.5,33.33333333,0
0,0,0,0
29.59183673,2.071428571,42.02898551,0
-40,-0.4,-28.57142857,0
0,0,0,0
0,0,0,0
-200,-2,-66.66666667,0
21.42857143,0.428571429,27.27272727,0
0,0,0,0
20,1,25,0
50,1,100,0
-66.66666667,-0.666666667,-40,0
22.22222222,0.444444444,28.57142857,0
64.28571429,4.5,180,0
65.71428571,4.6,191.6666667,0
-100,-1,-50,0
25,0.5,33.33333333,0
0,0,0,0
0,0,0,0
-25,-0.5,-20,0
-2.857142857,-0.142857143,-2.777777778,0
0,0,0,0
-220,-2.2,-68.75,0
0,0,0,0
-500,-5,-83.33333333,0
21.42857143,0.428571429,27.27272727,0
-72.22222222,-1.444444444,-41.93548387,0
-66.66666667,-0.666666667,-40,0
-43.75,-0.875,-30.43478261,0
-16.66666667,-0.333333333,-14.28571429,0
29.62962963,0.888888889,42.10526316,0
50,1,100,0
-93.33333333,-1.866666667,-48.27586207,0
-190,-1.9,-65.51724138,0
0,0,0,0
-100,-1,-50,0
0,0,0,0
0,0,0,0
-75,-0.75,-42.85714286,0
-408.3333333,-4.083333333,-80.32786885,0
-77.77777778,-0.777777778,-43.75,0
-55.55555556,-1.111111111,-35.71428571,0
-50,-0.5,-33.33333333,0
-350,-3.5,-77.77777778,0
-88.88888889,-0.888888889,-47.05882353,0
-233.3333333,-2.333333333,-70,0
19.44444444,0.583333333,24.13793103,0
0,0,0,0
0,0,0,0
0,0,0,0
-50,-0.5,-33.33333333,0
-50,-0.5,-33.33333333,0
0,0,0,0
0,0,0,0
30,0.6,42.85714286,0
-50,-0.5,-33.33333333,0
40.47619048,1.214285714,68,0
-137.5,-1.375,-57.89473684,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
46.66666667,1.4,87.5,0
50,1,100,0
-584.6153846,-5.846153846,-85.39325843,0
7.407407407,0.222222222,8,0
-100,-1,-50,0
-87.5,-0.875,-46.66666667,0
25,0.5,33.33333333,0
33.33333333,0.666666667,50,0
-100,-1,-50,0
-90.38461538,-3.615384615,-47.47474747,0
58.33333333,3.5,140,0
-400,-8,-80,0
0,0,0,0
-500,-5,-83.33333333,0
0,0,0,0
-50,-1,-33.33333333,0
74.7826087,17.2,296.5517241,0
59.25925926,5.333333333,145.4545455,0
0,0,0,0
-90.90909091,-0.909090909,-47.61904762,0
-257.1428571,-2.571428571,-72,0
-32.14285714,-0.642857143,-24.32432432,0
0,0,0,0
-57.14285714,-0.571428571,-36.36363636,0
-183.3333333,-3.666666667,-64.70588235,0
15,0.75,17.64705882,0
10,0.2,11.11111111,0
-120,-6,-54.54545455,0
-77.77777778,-0.777777778,-43.75,0
-65.38461538,-1.307692308,-39.53488372,0
0,0,0,0
44.44444444,1.333333333,80,0
50,1,100,0
0,0,0,0
10.25641026,0.307692308,11.42857143,0
82.14285714,5.75,460,0
-120,-1.2,-54.54545455,0
16.66666667,0.333333333,20,0
0,0,0,0
-70,-1.4,-41.17647059,0
-40,-0.4,-28.57142857,0
0,0,0,0
63.88888889,5.111111111,176.9230769,0
33.33333333,1,50,0
-207.1428571,-6.214285714,-67.44186047,0
-50,-0.5,-33.33333333,0
19.6969697,1.181818182,24.52830189,0
0,0,0,0
0,0,0,0
15,0.3,17.64705882,0
61.2244898,4.285714286,157.8947368,0
-3.703703704,-0.111111111,-3.571428571,0
-100,-1,-50,0
0,0,0,0
-40,-0.4,-28.57142857,0
10,0.2,11.11111111,0
-128.5714286,-1.285714286,-56.25,0
42.85714286,3,75,0
46.15384615,2.307692308,85.71428571,0
-71.42857143,-0.714285714,-41.66666667,0
-50,-0.5,-33.33333333,0
0,0,0,0
-112.5,-1.125,-52.94117647,0
-100,-1,-50,0
50,1,100,0
0,0,0,0
-25,-0.5,-20,0
-26.66666667,-0.8,-21.05263158,0
-1.923076923,-0.230769231,-1.886792453,0
-11.11111111,-0.111111111,-10,0
-15,-0.3,-13.04347826,0
0,0,0,0
0,0,0,0
-154.5454545,-1.545454545,-60.71428571,0
-50,-0.5,-33.33333333,0
0,0,0,0
33.33333333,1,50,0
41.95804196,4.615384615,72.28915663,0
-66.66666667,-2,-40,0
-25,-0.5,-20,0
27.69230769,4.153846154,38.29787234,0
42.85714286,0.857142857,75,0
0,0,0,0
-50,-1,-33.33333333,0
0,0,0,0
9.230769231,0.461538462,10.16949153,0
-5.357142857,-0.428571429,-5.084745763,0
-66.66666667,-0.666666667,-40,0
-158.3333333,-1.583333333,-61.29032258,0
67.5,3.375,207.6923077,0
-50,-0.5,-33.33333333,0
-110,-1.1,-52.38095238,0
62.5,3.75,166.6666667,0
0,0,0,0
-33.33333333,-1,-25,0
-50,-0.5,-33.33333333,0
50,1,100,0
60,1.8,150,0
-146.1538462,-1.461538462,-59.375,0
-4.545454545,-0.181818182,-4.347826087,0
0,0,0,0
5.128205128,0.153846154,5.405405405,0
17.46031746,1.222222222,21.15384615,0
-25,-0.5,-20,0
-12.5,-0.125,-11.11111111,0
55.55555556,1.666666667,125,0
0,0,0,0
-3.571428571,-0.142857143,-3.448275862,0
0,0,0,0
-14.28571429,-0.142857143,-12.5,0
-27.77777778,-1.666666667,-21.73913043,0
48.57142857,3.4,94.44444444,0
37.5,0.75,60,0
-66.66666667,-0.666666667,-40,0
0,0,0,0
-50,-0.5,-33.33333333,0
0,0,0,0
0,0,0,0
-171.4285714,-1.714285714,-63.15789474,0
0,0,0,0
-20,-0.2,-16.66666667,0
12.5,0.25,14.28571429,0
-27.88461538,-2.230769231,-21.80451128,0
61.9047619,1.857142857,162.5,0
-30.76923077,-0.615384615,-23.52941176,0
-25,-0.25,-20,0
33.33333333,1,50,0
-20,-0.2,-16.66666667,0
66.15384615,3.307692308,195.4545455,0
0,0,0,0
55.76923077,4.461538462,126.0869565,0
79.16666667,4.75,380,0
0,0,0,0
-111.1111111,-3.333333333,-52.63157895,0
-100,-1,-50,0
-40,-0.4,-28.57142857,0
66.66666667,2,200,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
0,0,0,0
-133.3333333,-1.333333333,-57.14285714,0
-375,-3.75,-78.94736842,0
-80.6122449,-5.642857143,-44.63276836,0
-100,-1,-50,0
-150,-1.5,-60,0
-88.88888889,-1.777777778,-47.05882353,0
-79.16666667,-1.583333333,-44.18604651,0
42.30769231,2.538461538,73.33333333,0
-33.33333333,-0.333333333,-25,0
20,0.6,25,0
-58.33333333,-1.75,-36.84210526,0
66.66666667,2,200,0
50,2,100,0
-272.7272727,-2.727272727,-73.17073171,0
-100,-1,-50,0
28.57142857,0.857142857,40,0
-100,-1,-50,0
40,2.8,66.66666667,0
4.166666667,0.166666667,4.347826087,0
-177.7777778,-3.555555556,-64,0
20.83333333,0.833333333,26.31578947,0
5.555555556,0.111111111,5.882352941,0
-25,-0.75,-20,0
41.07142857,3.285714286,69.6969697,0
50,1,100,0
50,1,100,0
0,0,0,0
-80,-0.8,-44.44444444,0
0,0,0,0
-142.8571429,-1.428571429,-58.82352941,0
-25,-0.25,-20,0
-100,-1,-50,0
0,0,0,0
0,0,0,0
50,1,100,0
-57.14285714,-0.571428571,-36.36363636,0
-33.33333333,-0.333333333,-25,0
0,0,0,0
13.84615385,0.692307692,16.07142857,0
-175,-1.75,-63.63636364,0
-33.33333333,-0.666666667,-25,0
0,0,0,0
-25,-0.5,-20,0
-28.57142857,-0.285714286,-22.22222222,0
-25,-0.25,-20,0
-158.3333333,-1.583333333,-61.29032258,0
-12.5,-0.25,-11.11111111,0
0,0,0,0
80,8,400,0
40,0.8,66.66666667,0
50,1,100,0
-81.81818182,-0.818181818,-45,0
-90.90909091,-0.909090909,-47.61904762,0
-41.66666667,-0.833333333,-29.41176471,0
-125,-1.25,-55.55555556,0
-9.523809524,-0.285714286,-8.695652174,0
-100,-1,-50,0
-485.7142857,-4.857142857,-82.92682927,0
18.75,0.375,23.07692308,0
0,0,0,0
-177.7777778,-3.555555556,-64,0
-42.85714286,-0.428571429,-30,0
0,0,0,0
40.38461538,5.25,67.74193548,0
-76.92307692,-1.538461538,-43.47826087,0
16.66666667,0.5,20,0
-33.33333333,-0.333333333,-25,0
-100,-1,-50,0
0,0,0,0
20.83333333,1.25,26.31578947,0
-37.5,-1.5,-27.27272727,0
-62.5,-0.625,-38.46153846,0
0,0,0,0
-470,-4.7,-82.45614035,0
-40,-0.4,-28.57142857,0
0,0,0,0
-200,-2,-66.66666667,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
0,0,0,0
-50,-0.5,-33.33333333,0
-111.1111111,-1.111111111,-52.63157895,0
0,0,0,0
0,0,0,0
-200,-2,-66.66666667,0
0,0,0,0
35.71428571,0.714285714,55.55555556,0
-140,-7,-58.33333333,0
-50,-0.5,-33.33333333,0
-100,-1,-50,0
37.5,0.75,60,0
-33.33333333,-0.333333333,-25,0
8.333333333,0.333333333,9.090909091,0
3.333333333,0.1,3.448275862,0
-85.71428571,-0.857142857,-46.15384615,0
88.88888889,8,800,0
-535.7142857,-10.71428571,-84.26966292,0
-150,-1.5,-60,0
0,0,0,0
-100,-1,-50,0
8.547008547,0.769230769,9.345794393,0
-50,-1,-33.33333333,0
60,3,150,0
-50,-0.5,-33.33333333,0
-30,-0.6,-23.07692308,0
-93.93939394,-2.818181818,-48.4375,0
29.16666667,0.583333333,41.17647059,0
-500,-5,-83.33333333,0
25,0.5,33.33333333,0
55.55555556,1.666666667,125,0
50,2.5,100,0
12.5,0.5,14.28571429,0
-66.66666667,-0.666666667,-40,0
0,0,0,0
0,0,0,0
-300,-3,-75,0
0,0,0,0
0,0,0,0
37.5,1.5,60,0
33.33333333,1,50,0
-157.1428571,-1.571428571,-61.11111111,0
0,0,0,0
-40,-0.4,-28.57142857,0
0,0,0,0
-100,-1,-50,0
61.53846154,5.538461538,160,0
-183.3333333,-1.833333333,-64.70588235,0
-211.1111111,-2.111111111,-67.85714286,0
-50,-0.5,-33.33333333,0
-166.6666667,-1.666666667,-62.5,0
50,1,100,0
13.46153846,0.538461538,15.55555556,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
0,0,0,0
0,0,0,0
50,2,100,0
-137.5,-1.375,-57.89473684,0
0,0,0,0
0,0,0,0
33.33333333,1.333333333,50,0
0,0,0,0
12.5,0.25,14.28571429,0
-20,-1,-16.66666667,0
-333.3333333,-3.333333333,-76.92307692,0
-300,-3,-75,0
34.72222222,2.777777778,53.19148936,0
-50,-0.5,-33.33333333,0
-11.11111111,-0.333333333,-10,0
-354.5454545,-3.545454545,-78,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
-100,-1,-50,0
12.5,0.25,14.28571429,0
0,0,0,0
50,2,100,0
0,0,0,0
-43.75,-0.875,-30.43478261,0
8,0.4,8.695652174,0
25,0.5,33.33333333,0
-112.5,-2.25,-52.94117647,0
8.333333333,0.25,9.090909091,0
-100,-1,-50,0
-200,-2,-66.66666667,0
0,0,0,0
-50,-1,-33.33333333,0
11.11111111,0.777777778,12.5,0
0,0,0,0
-321.4285714,-3.214285714,-76.27118644,0
0,0,0,0
45,1.8,81.81818182,0
0,0,0,0
22.22222222,1.333333333,28.57142857,0
-71.42857143,-0.714285714,-41.66666667,0
-277.7777778,-2.777777778,-73.52941176,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-290,-2.9,-74.35897436,0
-333.3333333,-3.333333333,-76.92307692,0
-150,-1.5,-60,0
0,0,0,0
-25,-0.5,-20,0
0,0,0,0
4.285714286,0.214285714,4.47761194,0
69.44444444,6.25,227.2727273,0
-180,-1.8,-64.28571429,0
0,0,0,0
65.625,2.625,190.9090909,0
0,0,0,0
-225,-2.25,-69.23076923,0
18.75,0.375,23.07692308,0
0,0,0,0
-21.42857143,-0.428571429,-17.64705882,0
-100,-1,-50,0
-150,-1.5,-60,0
0,0,0,0
-30,-0.6,-23.07692308,0
36.50793651,2.555555556,57.5,0
0,0,0,0
-8.333333333,-1.333333333,-7.692307692,0
-415.3846154,-4.153846154,-80.59701493,0
76.78571429,5.375,330.7692308,0
-210,-2.1,-67.74193548,0
0,0,0,0
-100,-1,-50,0
-240,-4.8,-70.58823529,0
-96.15384615,-1.923076923,-49.01960784,0
28.06122449,3.928571429,39.0070922,0
0,0,0,0
0,0,0,0
3.571428571,0.25,3.703703704,0
33.33333333,1,50,0
-25,-0.25,-20,0
-25,-0.25,-20,0
0,0,0,0
-26.78571429,-1.071428571,-21.12676056,0
-83.33333333,-2.5,-45.45454545,0
5.128205128,0.615384615,5.405405405,0
50,1,100,0
-25,-0.25,-20,0
-92.30769231,-2.769230769,-48,0
-50,-0.5,-33.33333333,0
-80,-0.8,-44.44444444,0
-12.5,-0.25,-11.11111111,0
22.22222222,0.444444444,28.57142857,0
-210.7142857,-4.214285714,-67.81609195,0
0,0,0,0
-77.77777778,-1.555555556,-43.75,0
46.875,3.75,88.23529412,0
-145.4545455,-1.454545455,-59.25925926,0
0,0,0,0
-200,-2,-66.66666667,0
32.65306122,2.285714286,48.48484848,0
-53.84615385,-2.692307692,-35,0
0,0,0,0
0,0,0,0
51.66666667,5.166666667,106.8965517,0
0,0,0,0
-166.6666667,-1.666666667,-62.5,0
-100,-1,-50,0
0,0,0,0
-134.6153846,-2.692307692,-57.37704918,0
-233.3333333,-2.333333333,-70,0
0,0,0,0
-150,-3,-60,0
-25,-0.5,-20,0
-66.66666667,-0.666666667,-40,0
-140,-1.4,-58.33333333,0
-100,-2,-50,0
-200,-2,-66.66666667,0
-72.72727273,-0.727272727,-42.10526316,0
-200,-2,-66.66666667,0
-8.333333333,-0.166666667,-7.692307692,0
0,0,0,0
-62.5,-0.625,-38.46153846,0
-6.12244898,-0.428571429,-5.769230769,0
-200,-2,-66.66666667,0
-50,-0.5,-33.33333333,0
-16.66666667,-0.166666667,-14.28571429,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
-50,-0.5,-33.33333333,0
-222.2222222,-2.222222222,-68.96551724,0
0,0,0,0
-33.92857143,-2.714285714,-25.33333333,0
-37.5,-0.75,-27.27272727,0
13.88888889,1.25,16.12903226,0
-80,-0.8,-44.44444444,0
-50,-0.5,-33.33333333,0
-50,-1.5,-33.33333333,0
71.42857143,5,250,0
74.28571429,5.2,288.8888889,0
0,0,0,0
37.03703704,1.111111111,58.82352941,0
-60,-0.6,-37.5,0
13.33333333,0.4,15.38461538,0
0,0,0,0
25,0.5,33.33333333,0
0,0,0,0
-27.77777778,-0.833333333,-21.73913043,0
25,1,33.33333333,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
50,1,100,0
-20,-0.2,-16.66666667,0
25.89285714,2.071428571,34.93975904,0
33.33333333,1.666666667,50,0
-83.33333333,-1.666666667,-45.45454545,0
0,0,0,0
0,0,0,0
0,0,0,0
-16.66666667,-0.166666667,-14.28571429,0
60.71428571,2.428571429,154.5454545,0
-203.5714286,-4.071428571,-67.05882353,0
0,0,0,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
15.625,0.625,18.51851852,0
0,0,0,0
0,0,0,0
-243.75,-4.875,-70.90909091,0
30,0.9,42.85714286,0
0,0,0,0
48.05194805,3.363636364,92.5,0
0,0,0,0
25,0.75,33.33333333,0
0,0,0,0
-75,-0.75,-42.85714286,0
-133.3333333,-4,-57.14285714,0
-50,-0.5,-33.33333333,0
0,0,0,0
14.28571429,0.714285714,16.66666667,0
33.33333333,1,50,0
-163.6363636,-1.636363636,-62.06896552,0
0,0,0,0
-24.02597403,-2.642857143,-19.37172775,0
-100,-3,-50,0
58.82352941,10,142.8571429,0
-133.3333333,-1.333333333,-57.14285714,0
-45,-0.9,-31.03448276,0
-40.90909091,-0.818181818,-29.03225806,0
22.22222222,0.666666667,28.57142857,0
50,5,100,0
-62.5,-1.25,-38.46153846,0
-11.11111111,-0.333333333,-10,0
37.5,0.75,60,0
33.33333333,0.666666667,50,0
17.94871795,0.538461538,21.875,0
11.11111111,0.444444444,12.5,0
0,0,0,0
0,0,0,0
-50,-0.5,-33.33333333,0
61.36363636,6.75,158.8235294,0
0,0,0,0
0,0,0,0
0,0,0,0
-276.9230769,-2.769230769,-73.46938776,0
0,0,0,0
0,0,0,0
-10,-0.2,-9.090909091,0
0,0,0,0
0,0,0,0
-41.66666667,-1.25,-29.41176471,0
0,0,0,0
-60,-0.6,-37.5,0
-16.66666667,-0.5,-14.28571429,0
50,1,100,0
-50,-0.5,-33.33333333,0
40,4,66.66666667,0
-200,-2,-66.66666667,0
55.55555556,1.666666667,125,0
-141.6666667,-2.833333333,-58.62068966,0
-104.4444444,-3.133333333,-51.08695652,0
50,1.5,100,0
-50,-1,-33.33333333,0
80,4,400,0
-157.6923077,-3.153846154,-61.19402985,0
-133.3333333,-1.333333333,-57.14285714,0
0,0,0,0
-126.1904762,-3.785714286,-55.78947368,0
-50,-0.5,-33.33333333,0
36,1.8,56.25,0
-100,-1,-50,0
40.38461538,1.615384615,67.74193548,0
38.0952381,5.333333333,61.53846154,0
25,0.5,33.33333333,0
0,0,0,0
-150,-1.5,-60,0
0,0,0,0
0,0,0,0
-100,-1,-50,0
-25,-0.25,-20,0
40,0.8,66.66666667,0
25,1,33.33333333,0
-120,-1.2,-54.54545455,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
0,0,0,0
0,0,0,0
18.36734694,1.285714286,22.5,0
-50,-1,-33.33333333,0
-33.33333333,-0.333333333,-25,0
0,0,0,0
0,0,0,0
-33.33333333,-0.333333333,-25,0
-416.6666667,-8.333333333,-80.64516129,0
-20,-0.2,-16.66666667,0
-180,-1.8,-64.28571429,0
-50,-0.5,-33.33333333,0
41.66666667,2.5,71.42857143,0
0,0,0,0
50,1,100,0
-160,-1.6,-61.53846154,0
50,1,100,0
-25,-0.25,-20,0
-115.3846154,-2.307692308,-53.57142857,0
74.07407407,6.666666667,285.7142857,0
-66.66666667,-0.666666667,-40,0
16.66666667,0.5,20,0
-50,-0.5,-33.33333333,0
-788.8888889,-7.888888889,-88.75,0
40.47619048,3.642857143,68,0
-100,-1,-50,0
-116.6666667,-1.166666667,-53.84615385,0
50,1,100,0
0,0,0,0
-150,-3,-60,0
-20,-0.2,-16.66666667,0
-175,-1.75,-63.63636364,0
25,0.5,33.33333333,0
-158.3333333,-1.583333333,-61.29032258,0
-33.33333333,-0.333333333,-25,0
0,0,0,0
15,0.3,17.64705882,0
12.5,0.25,14.28571429,0
32.30769231,1.615384615,47.72727273,0
50,1,100,0
11.2244898,0.785714286,12.64367816,0
45.45454545,2.272727273,83.33333333,0
-42.85714286,-0.428571429,-30,0
27.77777778,0.555555556,38.46153846,0
-64.28571429,-1.285714286,-39.13043478,0
-114.2857143,-1.142857143,-53.33333333,0
0,0,0,0
-100,-1,-50,0
-33.33333333,-0.666666667,-25,0
-60,-0.6,-37.5,0
-325,-3.25,-76.47058824,0
0,0,0,0
-75,-0.75,-42.85714286,0
-26.66666667,-1.333333333,-21.05263158,0
-50,-0.5,-33.33333333,0
-200,-2,-66.66666667,0
0,0,0,0
20,0.6,25,0
-40,-0.4,-28.57142857,0
-150,-1.5,-60,0
39.47368421,7.5,65.2173913,0
-50,-0.5,-33.33333333,0
-87.5,-0.875,-46.66666667,0
70,3.5,233.3333333,0
-42.85714286,-0.857142857,-30,0
75,4.5,300,0
-100,-2,-50,0
-33.33333333,-0.333333333,-25,0
36.11111111,1.444444444,56.52173913,0
-225,-4.5,-69.23076923,0
70,7,233.3333333,0
-50,-0.5,-33.33333333,0
0,0,0,0
-50,-0.5,-33.33333333,0
-60,-0.6,-37.5,0
-25,-0.5,-20,0
-125,-1.25,-55.55555556,0
-50,-0.5,-33.33333333,0
0,0,0,0
-66.66666667,-0.666666667,-40,0
41.66666667,0.833333333,71.42857143,0
-10,-0.2,-9.090909091,0
-40.38461538,-1.615384615,-28.76712329,0
-36.66666667,-1.1,-26.82926829,0
-140,-1.4,-58.33333333,0
-150,-1.5,-60,0
-75,-0.75,-42.85714286,0
0,0,0,0
28.125,1.125,39.13043478,0
66.66666667,2,200,0
66.66666667,14,200,0
-100,-1,-50,0
-225,-2.25,-69.23076923,0
-98.46153846,-4.923076923,-49.6124031,0
0,0,0,0
16.66666667,0.666666667,20,0
0,0,0,0
66.66666667,2,200,0
12.5,0.5,14.28571429,0
-389.2857143,-7.785714286,-79.5620438,0
-133.3333333,-1.333333333,-57.14285714,0
-100,-3,-50,0
30,3,42.85714286,0
0,0,0,0
50,1,100,0
0,0,0,0
34.54545455,1.727272727,52.77777778,0
-21.21212121,-0.636363636,-17.5,0
-155.5555556,-1.555555556,-60.86956522,0
0,0,0,0
29.16666667,0.875,41.17647059,0
-140,-1.4,-58.33333333,0
69.64285714,4.875,229.4117647,0
66.66666667,2,200,0
33.33333333,1,50,0
-50,-0.5,-33.33333333,0
0,0,0,0
50,1,100,0
66.66666667,2,200,0
0,0,0,0
0,0,0,0
16.66666667,0.5,20,0
-50,-0.5,-33.33333333,0
-100,-1,-50,0
-25,-0.25,-20,0
-16.66666667,-0.166666667,-14.28571429,0
-83.33333333,-0.833333333,-45.45454545,0
51.11111111,4.6,104.5454545,0
50,2,100,0
-50,-0.5,-33.33333333,0
-171.4285714,-1.714285714,-63.15789474,0
-70,-0.7,-41.17647059,0
-193.3333333,-5.8,-65.90909091,0
50,1,100,0
-400,-4,-80,0
0,0,0,0
-125,-1.25,-55.55555556,0
35.41666667,1.416666667,54.83870968,0
62.5,3.125,166.6666667,0
33.33333333,1,50,0
-180,-1.8,-64.28571429,0
-92.30769231,-0.923076923,-48,0
-50,-0.5,-33.33333333,0
0,0,0,0
-100,-1,-50,0
-75,-0.75,-42.85714286,0
-27.27272727,-0.272727273,-21.42857143,0
-26.66666667,-0.8,-21.05263158,0
45.45454545,1.363636364,83.33333333,0
33.33333333,0.666666667,50,0
-271.4285714,-2.714285714,-73.07692308,0
0,0,0,0
50,1.5,100,0
30.6122449,2.142857143,44.11764706,0
-34.82142857,-2.785714286,-25.82781457,0
0,0,0,0
33.33333333,1,50,0
-280,-2.8,-73.68421053,0
-60,-0.6,-37.5,0
0,0,0,0
-300,-3,-75,0
0,0,0,0
0,0,0,0
-100,-1,-50,0
-25,-0.5,-20,0
22,1.1,28.20512821,0
-33.33333333,-0.666666667,-25,0
-141.4285714,-7.071428571,-58.57988166,0
-100,-1,-50,0
-166.6666667,-1.666666667,-62.5,0
66.66666667,2,200,0
32.22222222,2.9,47.54098361,0
0,0,0,0
-100,-1,-50,0
0,0,0,0
-16.66666667,-0.333333333,-14.28571429,0
44.44444444,1.333333333,80,0
-100,-1,-50,0
0,0,0,0
25,0.5,33.33333333,0
0,0,0,0
-71.79487179,-2.153846154,-41.79104478,0
0,0,0,0
0,0,0,0
50,1,100,0
-8.333333333,-0.333333333,-7.692307692,0
0,0,0,0
0,0,0,0
58.33333333,2.333333333,140,0
-40,-0.4,-28.57142857,0
-71.42857143,-1.428571429,-41.66666667,0
-50,-0.5,-33.33333333,0
5.555555556,0.166666667,5.882352941,0
50,1,100,0
-55.55555556,-3.888888889,-35.71428571,0
48.88888889,2.444444444,95.65217391,0
0,0,0,0
66.66666667,2,200,0
-25,-0.25,-20,0
0,0,0,0
0,0,0,0
76.19047619,4.571428571,320,0
40.625,1.625,68.42105263,0
-25,-0.5,-20,0
-52.38095238,-1.571428571,-34.375,0
-133.3333333,-1.333333333,-57.14285714,0
-125,-2.5,-55.55555556,0
-33.33333333,-0.333333333,-25,0
33.33333333,0.666666667,50,0
-100,-1,-50,0
-291.6666667,-2.916666667,-74.46808511,0
31.25,0.625,45.45454545,0
-140,-2.8,-58.33333333,0
0,0,0,0
-50,-0.5,-33.33333333,0
-41.02564103,-1.230769231,-29.09090909,0
-120,-1.2,-54.54545455,0
54.16666667,2.166666667,118.1818182,0
0,0,0,0
-50,-1,-33.33333333,0
45.45454545,1.363636364,83.33333333,0
66.66666667,2,200,0
-50,-0.5,-33.33333333,0
0,0,0,0
-233.3333333,-2.333333333,-70,0
-200,-2,-66.66666667,0
-314.2857143,-3.142857143,-75.86206897,0
0,0,0,0
-140,-2.8,-58.33333333,0
38.63636364,1.545454545,62.96296296,0
-42.85714286,-0.428571429,-30,0
50,1,100,0
-120,-1.2,-54.54545455,0
62.5,2.5,166.6666667,0
-28.57142857,-0.857142857,-22.22222222,0
-32.85714286,-1.642857143,-24.7311828,0
2.083333333,0.125,2.127659574,0
-9.090909091,-0.181818182,-8.333333333,0
16.66666667,0.333333333,20,0
65,3.25,185.7142857,0
21.42857143,1.5,27.27272727,0
-22.22222222,-0.222222222,-18.18181818,0
37.5,0.75,60,0
-50,-0.5,-33.33333333,0
-83.33333333,-0.833333333,-45.45454545,0
50,2,100,0
-70,-0.7,-41.17647059,0
-150,-1.5,-60,0
37.5,1.5,60,0
-71.42857143,-0.714285714,-41.66666667,0
0,0,0,0
0,0,0,0
-50,-0.5,-33.33333333,0
-20,-0.2,-16.66666667,0
0,0,0,0
-50,-0.5,-33.33333333,0
-91.66666667,-1.833333333,-47.82608696,0
-50,-0.5,-33.33333333,0
-50,-1,-33.33333333,0
62.5,2.5,166.6666667,0
-100,-1,-50,0
0,0,0,0
6.666666667,0.2,7.142857143,0
-292.8571429,-2.928571429,-74.54545455,0
-20,-0.2,-16.66666667,0
50,1,100,0
0,0,0,0
-100,-1,-50,0
-200,-4,-66.66666667,0
-75,-0.75,-42.85714286,0
-66.66666667,-2,-40,0
55.10204082,3.857142857,122.7272727,0
63.90977444,12.14285714,177.0833333,0
-60,-1.2,-37.5,0
-20,-0.2,-16.66666667,0
-66.66666667,-0.666666667,-40,0
-427.2727273,-4.272727273,-81.03448276,0
-42.85714286,-0.428571429,-30,0
50,1,100,0
-57.14285714,-0.571428571,-36.36363636,0
40,1.2,66.66666667,0
11.11111111,0.333333333,12.5,0
50,1,100,0
-250,-2.5,-71.42857143,0
-150,-1.5,-60,0
-30.76923077,-0.615384615,-23.52941176,0
-114.2857143,-1.142857143,-53.33333333,0
-33.33333333,-0.333333333,-25,0
-50,-0.5,-33.33333333,0
0,0,0,0
-100,-1,-50,0
14.28571429,0.285714286,16.66666667,0
68.42105263,13,216.6666667,0
10,0.2,11.11111111,0
-16.66666667,-0.333333333,-14.28571429,0
-6.25,-0.25,-5.882352941,0
0,0,0,0
-145.4545455,-1.454545455,-59.25925926,0
-33.33333333,-1,-25,0
0,0,0,0
-100,-1,-50,0
17.30769231,0.692307692,20.93023256,0
-171.4285714,-1.714285714,-63.15789474,0
66.66666667,2,200,0
-25,-0.25,-20,0
-66.66666667,-0.666666667,-40,0
-100,-1,-50,0
0,0,0,0
-1200,-12,-92.30769231,0
50,1,100,0
0,0,0,0
0,0,0,0
0,0,0,0
-207.6923077,-2.076923077,-67.5,0
-100,-1,-50,0
7.142857143,0.142857143,7.692307692,0
0,0,0,0
0,0,0,0
-27.77777778,-0.555555556,-21.73913043,0
37.03703704,1.111111111,58.82352941,0
-33.33333333,-0.333333333,-25,0
-139.3939394,-4.181818182,-58.2278481,0
0,0,0,0
16.66666667,0.333333333,20,0
0,0,0,0
11.11111111,0.333333333,12.5,0
12.5,0.25,14.28571429,0
0,0,0,0
-250,-2.5,-71.42857143,0
25,0.5,33.33333333,0
-50,-0.5,-33.33333333,0
-80,-0.8,-44.44444444,0
0,0,0,0
