district_id,district,treatment_control_group,district_price_effect,total_token_price_effect,total_phone_price_effect,mean_post_price_effect_count,mean_post_price_effect_percent,mean_reorder_price_effect_count,mean_reorder_price_effect_percent,lag_total_token_price_effect,lag_total_phone_price_effect,total_token_price_effect_detrend,total_phone_price_effect_detrend,total_token,total_phone,reorder_payment_count,total_token_price_effect_ratio,total_phone_price_effect_ratio,total_token_price_effect_detrend_ratio,total_phone_price_effect_detrend_ratio
966,taxirani,30,1,8,8,,,,,8,95,0,-87,1285,1112,150,0.006225681,0.007194245,0,-0.07823741
966,taxirani,30,2,5,2,,,,,8,8,-3,-6,1285,1112,150,0.003891051,0.001798561,-0.00233463,-0.005395683
374,vardavard,10,0,117,1090,-0.698175883,-12.44172583,2.152853598,206.3359788,,,,,12527,11316,4168,0.009339826,0.096323789,,
374,vardavard,10,1,29,18,,,,,117,1090,-88,-1072,12527,11316,4168,0.002315,0.001590668,-0.007024826,-0.094733121
374,vardavard,10,2,5,4,,,,,29,18,-24,-14,12527,11316,4168,0.000399138,0.000353482,-0.001915862,-0.001237186
422,fasham,0,0,117,1060,-0.724227641,-8.818091866,1.96100329,76.78021978,,,,,,,,,,,
422,fasham,0,1,40,32,,,,,117,1060,-77,-1028,,,,,,,
422,fasham,0,2,1,1,,,,,40,32,-39,-31,,,,,,,
59,farahzad,10,0,13,245,-0.215,-11.88922842,0.41,,,,,,2183,2090,554,0.005955108,0.11722488,,
59,farahzad,10,1,4,4,,,,,13,245,-9,-241,2183,2090,554,0.001832341,0.001913876,-0.004122767,-0.115311005
59,farahzad,10,2,1,1,,,,,4,4,-3,-3,2183,2090,554,0.000458085,0.000478469,-0.001374256,-0.001435407
210,north-karegar,10,0,156,2258,-0.528405637,-17.01530655,1.106859453,77.19070667,,,,,21100,19381,11755,0.007393365,0.116505856,,
210,north-karegar,10,1,156,89,,,,,156,2258,0,-2169,21100,19381,11755,0.007393365,0.004592126,0,-0.11191373
210,north-karegar,10,2,32,20,,,,,156,89,-124,-69,21100,19381,11755,0.001516588,0.001031938,-0.005876777,-0.003560188
638,pakdasht,0,0,307,1923,-0.433631427,-9.361088785,0.397106215,-8.853948339,,,,,,,,,,,
638,pakdasht,0,1,28,21,,,,,307,1923,-279,-1902,,,,,,,
638,pakdasht,0,2,1,1,,,,,28,21,-27,-20,,,,,,,
96,gandi,10,0,23,901,-0.602035538,-22.49705704,2.713551507,159.3055556,,,,,4971,4693,4946,0.004626836,0.191988067,,
96,gandi,10,1,23,19,,,,,23,901,0,-882,4971,4693,4946,0.004626836,0.004048583,0,-0.187939484
96,gandi,10,2,2,2,,,,,23,19,-21,-17,4971,4693,4946,0.000402334,0.000426167,-0.004224502,-0.003622416
271,shahrak-e-amiralmomenin,30,0,,1,,,,,,,,,29,29,0,,0.034482759,,
909,kuhak,10,0,170,1814,-0.470449544,5.168573744,0.633439263,103.6743526,,,,,17567,15554,6153,0.009677236,0.116625948,,
909,kuhak,10,1,49,39,,,,,170,1814,-121,-1775,17567,15554,6153,0.002789321,0.002507394,-0.006887915,-0.114118555
909,kuhak,10,2,1,1,,,,,49,39,-48,-38,17567,15554,6153,5.69E-05,6.43E-05,-0.002732396,-0.002443101
1027,abdollah-abad,20,0,1,15,-0.4,-28.57142857,0.2,,,,,,276,272,22,0.003623188,0.055147059,,
1027,abdollah-abad,20,2,1,1,,,,,1,15,0,-14,276,272,22,0.003623188,0.003676471,0,-0.051470588
949,tehran-lashkar,0,0,21,350,0.211394558,16.06815803,0.076530612,-100,,,,,,,,,,,
949,tehran-lashkar,0,1,24,22,,,,,21,350,3,-328,,,,,,,
949,tehran-lashkar,0,2,2,2,,,,,24,22,-22,-20,,,,,,,
105,ghanat-kosar,10,0,60,640,-0.713562364,-22.84074205,0.542067192,-53.47222222,,,,,7341,6212,1411,0.008173273,0.103026401,,
105,ghanat-kosar,10,1,24,17,,,,,60,640,-36,-623,7341,6212,1411,0.003269309,0.002736639,-0.004903964,-0.100289762
105,ghanat-kosar,10,2,1,1,,,,,24,17,-23,-16,7341,6212,1411,0.000136221,0.000160979,-0.003133088,-0.00257566
141,morad-abad,10,0,,71,,,,,,,,,1147,1130,337,,0.062831858,,
141,morad-abad,10,1,4,4,,,,,,71,,-67,1147,1130,337,0.003487358,0.003539823,,-0.059292035
169,shahrak-e-apadana,10,0,2,90,-0.222222222,-15.38461538,0,,,,,,457,446,94,0.004376368,0.201793722,,
169,shahrak-e-apadana,10,1,1,1,,,,,2,90,-1,-89,457,446,94,0.002188184,0.002242152,-0.002188184,-0.19955157
171,tarasht,10,0,140,1902,-0.48785267,-0.048987981,1.876045482,136.0093499,,,,,18161,16231,12298,0.007708827,0.117183168,,
171,tarasht,10,1,70,41,,,,,140,1902,-70,-1861,18161,16231,12298,0.003854413,0.00252603,-0.003854413,-0.114657138
171,tarasht,10,2,23,15,,,,,70,41,-47,-26,18161,16231,12298,0.00126645,0.000924157,-0.002587963,-0.001601873
399,narmak,20,0,1317,5204,-0.552094321,-7.13478174,1.246317004,86.21263435,,,,,75965,66857,37225,0.017336931,0.077837773,,
399,narmak,20,1,263,114,,,,,1317,5204,-1054,-5090,75965,66857,37225,0.003462121,0.001705132,-0.013874811,-0.076132641
399,narmak,20,2,32,15,,,,,263,114,-231,-99,75965,66857,37225,0.000421247,0.000224359,-0.003040874,-0.001480772
418,roodehen,0,0,719,2813,-0.660106305,-9.498091544,1.852855801,117.4571051,,,,,,,,,,,
418,roodehen,0,1,100,62,,,,,719,2813,-619,-2751,,,,,,,
418,roodehen,0,2,13,5,,,,,100,62,-87,-57,,,,,,,
1023,shahid-borujerdi,30,0,1,45,-2,-66.66666667,0,,,,,,818,777,159,0.001222494,0.057915058,,
157,sazman-ab,10,0,24,1023,-0.014285714,23.59850295,3.284981685,333.3333333,,,,,4006,3833,2280,0.005991013,0.266892773,,
157,sazman-ab,10,1,23,21,,,,,24,1023,-1,-1002,4006,3833,2280,0.005741388,0.005478737,-0.000249626,-0.261414036
157,sazman-ab,10,2,6,6,,,,,23,21,-17,-15,4006,3833,2280,0.001497753,0.001565354,-0.004243635,-0.003913384
292,pirouzi,20,0,1411,6342,-0.38042011,-2.503176164,1.491825665,109.4777898,,,,,88168,78252,37981,0.016003539,0.081045852,,
292,pirouzi,20,1,214,94,,,,,1411,6342,-1197,-6248,88168,78252,37981,0.002427184,0.001201247,-0.013576354,-0.079844605
292,pirouzi,20,2,19,7,,,,,214,94,-195,-87,88168,78252,37981,0.000215498,8.95E-05,-0.002211687,-0.001111793
987,aqdasiyeh-rey,20,0,121,1336,-0.200143689,-1.445681356,0.154321667,-87.1482684,,,,,15468,14051,4659,0.007822601,0.095082201,,
987,aqdasiyeh-rey,20,1,84,46,,,,,121,1336,-37,-1290,15468,14051,4659,0.005430566,0.003273788,-0.002392035,-0.091808412
987,aqdasiyeh-rey,20,2,27,10,,,,,84,46,-57,-36,15468,14051,4659,0.001745539,0.000711693,-0.003685027,-0.002562095
273,ahang,30,0,329,1920,-0.169155392,13.10477342,0.433202779,46.52251082,,,,,28748,26264,6357,0.011444274,0.073103868,,
273,ahang,30,1,58,38,,,,,329,1920,-271,-1882,28748,26264,6357,0.002017532,0.001446847,-0.009426743,-0.071657021
273,ahang,30,2,12,9,,,,,58,38,-46,-29,28748,26264,6357,0.00041742,0.000342674,-0.001600111,-0.001104173
653,shahriar,0,0,1280,11407,-0.918354882,-11.50130899,2.080261504,130.8650202,,,,,,,,,,,
653,shahriar,0,1,323,182,,,,,1280,11407,-957,-11225,,,,,,,
653,shahriar,0,2,16,11,,,,,323,182,-307,-171,,,,,,,
231,javanmard-e-ghasab,20,0,5,292,-0.351111111,-20.47619048,0.08,,,,,,3334,3156,501,0.0014997,0.09252218,,
231,javanmard-e-ghasab,20,1,14,6,,,,,5,292,9,-286,3334,3156,501,0.00419916,0.001901141,0.00269946,-0.090621039
231,javanmard-e-ghasab,20,2,1,1,,,,,14,6,-13,-5,3334,3156,501,0.00029994,0.000316857,-0.00389922,-0.001584284
360,amaniyeh,10,0,17,673,-0.022222222,3.174603175,0.512332112,-35,,,,,3149,2876,2071,0.005398539,0.234005563,,
360,amaniyeh,10,1,15,15,,,,,17,673,-2,-658,3149,2876,2071,0.004763417,0.005215577,-0.000635122,-0.228789986
360,amaniyeh,10,2,2,2,,,,,15,15,-13,-13,3149,2876,2071,0.000635122,0.00069541,-0.004128295,-0.004520167
654,azarbaijan,20,0,483,3608,-0.273479879,8.995986681,1.316077403,135.792845,,,,,34670,31799,20270,0.013931353,0.113462688,,
654,azarbaijan,20,1,101,67,,,,,483,3608,-382,-3541,34670,31799,20270,0.002913181,0.002106984,-0.011018171,-0.111355703
654,azarbaijan,20,2,11,9,,,,,101,67,-90,-58,34670,31799,20270,0.000317277,0.000283028,-0.002595904,-0.001823957
153,kan,10,0,90,652,-0.159412736,-0.536889049,1.210310815,74.31972789,,,,,6415,5824,2587,0.014029618,0.111950549,,
153,kan,10,1,25,20,,,,,90,652,-65,-632,6415,5824,2587,0.003897116,0.003434066,-0.010132502,-0.108516484
153,kan,10,2,5,5,,,,,25,20,-20,-15,6415,5824,2587,0.000779423,0.000858516,-0.003117693,-0.002575549
943,araj,10,0,14,774,0.033333333,18.66666667,1.116666667,27.77777778,,,,,3481,3342,1785,0.004021833,0.231597846,,
943,araj,10,1,29,22,,,,,14,774,15,-752,3481,3342,1785,0.008330939,0.006582885,0.004309107,-0.225014961
943,araj,10,2,6,6,,,,,29,22,-23,-16,3481,3342,1785,0.001723643,0.001795332,-0.006607297,-0.004787552
252,nazi-abad,30,0,230,1203,-0.375162981,-3.753797444,0.135989349,19.80328091,,,,,22201,19904,4317,0.010359894,0.060440113,,
252,nazi-abad,30,1,33,23,,,,,230,1203,-197,-1180,22201,19904,4317,0.00148642,0.001155547,-0.008873474,-0.059284566
252,nazi-abad,30,2,7,1,,,,,33,23,-26,-22,22201,19904,4317,0.000315301,5.02E-05,-0.001171118,-0.001105305
264,baq-e-azari,31,0,,58,,,,,,,,,1046,1004,112,,0.057768924,,
264,baq-e-azari,31,2,3,3,,,,,,58,,-55,1046,1004,112,0.002868069,0.002988048,,-0.054780876
637,sharifabad,0,0,16,243,-0.43030303,-22.01928562,0.35137741,-23.95833333,,,,,,,,,,,
637,sharifabad,0,1,12,10,,,,,16,243,-4,-233,,,,,,,
656,shadman,10,0,101,1295,-0.214854649,-4.306443016,1.010985114,144.9796976,,,,,9295,8659,5856,0.010866057,0.149555376,,
656,shadman,10,1,57,34,,,,,101,1295,-44,-1261,9295,8659,5856,0.006132329,0.00392655,-0.004733728,-0.145628825
656,shadman,10,2,5,5,,,,,57,34,-52,-29,9295,8659,5856,0.000537924,0.000577434,-0.005594406,-0.003349117
935,nosrat,10,0,32,507,-0.084706083,17.57788522,0.331128959,12.5,,,,,3242,2997,1072,0.00987045,0.169169169,,
935,nosrat,10,1,29,18,,,,,32,507,-3,-489,3242,2997,1072,0.008945096,0.006006006,-0.000925355,-0.163163163
935,nosrat,10,2,4,2,,,,,29,18,-25,-16,3242,2997,1072,0.001233806,0.000667334,-0.007711289,-0.005338672
170,kooy-e-ferdos,10,0,962,11133,-0.579404339,1.459758461,2.046323947,180.3180478,,,,,153980,130225,104133,0.006247565,0.085490497,,
170,kooy-e-ferdos,10,1,547,280,,,,,962,11133,-415,-10853,153980,130225,104133,0.003552409,0.002150125,-0.002695155,-0.083340372
170,kooy-e-ferdos,10,2,151,57,,,,,547,280,-396,-223,153980,130225,104133,0.000980647,0.000437704,-0.002571763,-0.001712421
188,khalij-e-fars,30,0,128,921,-0.145927433,11.98603329,0.310377873,27.97619048,,,,,14634,13702,2634,0.008746754,0.067216465,,
188,khalij-e-fars,30,1,24,21,,,,,128,921,-104,-900,14634,13702,2634,0.001640016,0.001532623,-0.007106738,-0.065683842
188,khalij-e-fars,30,2,3,1,,,,,24,21,-21,-20,14634,13702,2634,0.000205002,7.30E-05,-0.001435014,-0.001459641
959,tehran-police,10,0,138,1192,-0.437676541,-8.168332358,1.01379735,37.43034341,,,,,9009,8241,4781,0.015318015,0.14464264,,
959,tehran-police,10,1,46,28,,,,,138,1192,-92,-1164,9009,8241,4781,0.005106005,0.003397646,-0.01021201,-0.141244995
959,tehran-police,10,2,1,1,,,,,46,28,-45,-27,9009,8241,4781,0.000111,0.000121344,-0.004995005,-0.003276301
911,shahrak-farhangian,11,0,,43,,,,,,,,,349,343,50,,0.125364431,,
280,pamenar,30,0,,87,,,,,,,,,1656,1577,440,,0.055168041,,
280,pamenar,30,2,2,2,,,,,,87,,-85,1656,1577,440,0.001207729,0.001268231,,-0.05389981
985,hamzeh-abad,20,0,8,257,-0.444444444,-8.625730994,0.627777778,,,,,,2069,1979,255,0.003866602,0.129863567,,
985,hamzeh-abad,20,1,9,8,,,,,8,257,1,-249,2069,1979,255,0.004349928,0.004042446,0.000483325,-0.125821122
985,hamzeh-abad,20,2,2,2,,,,,9,8,-7,-6,2069,1979,255,0.000966651,0.001010611,-0.003383277,-0.003031834
175,shaharak-e-esteqlal,10,0,8,95,-0.810185185,-35.950862,0.833333333,,,,,,912,880,480,0.00877193,0.107954545,,
175,shaharak-e-esteqlal,10,1,4,4,,,,,8,95,-4,-91,912,880,480,0.004385965,0.004545455,-0.004385965,-0.103409091
255,khani-abad,30,0,29,371,-0.304201681,-8.923678364,2.119467787,90.23809524,,,,,4942,4371,2303,0.00586807,0.084877602,,
255,khani-abad,30,1,10,9,,,,,29,371,-19,-362,4942,4371,2303,0.002023472,0.002059025,-0.003844597,-0.082818577
255,khani-abad,30,2,4,2,,,,,10,9,-6,-7,4942,4371,2303,0.000809389,0.000457561,-0.001214083,-0.001601464
298,iranshahr,10,0,62,757,-0.323127798,-11.18533021,0.988115588,105.7142857,,,,,6482,6084,2578,0.009564949,0.124424721,,
298,iranshahr,10,1,31,21,,,,,62,757,-31,-736,6482,6084,2578,0.004782475,0.003451677,-0.004782475,-0.120973044
298,iranshahr,10,2,2,2,,,,,31,21,-29,-19,6482,6084,2578,0.000308547,0.000328731,-0.004473928,-0.003122945
42,niavaran,10,0,727,12092,-0.386713419,1.46810099,2.091812466,136.567194,,,,,134676,118866,84709,0.005398141,0.101727996,,
42,niavaran,10,1,681,384,,,,,727,12092,-46,-11708,134676,118866,84709,0.00505658,0.003230528,-0.00034156,-0.098497468
42,niavaran,10,2,86,46,,,,,681,384,-595,-338,134676,118866,84709,0.00063857,0.00038699,-0.004418011,-0.002843538
99,hassan-abad,30,0,11,204,-0.751587302,-33.71735334,0.273809524,25,,,,,4018,3688,588,0.00273768,0.055314534,,
99,hassan-abad,30,1,6,6,,,,,11,204,-5,-198,4018,3688,588,0.00149328,0.001626898,-0.0012444,-0.053687636
156,andisheh,11,0,642,8193,-0.62062494,1.76547923,1.246555627,104.8965393,,,,,128460,99053,35014,0.004997665,0.082713295,,
156,andisheh,11,2,113,89,,,,,642,8193,-529,-8104,128460,99053,35014,0.000879651,0.000898509,-0.004118013,-0.081814786
219,karim-abad,20,0,4,26,-0.423076923,26,-9.961538462,-86.95652174,,,,,661,626,203,0.006051437,0.041533546,,
925,aseman,10,0,9,441,0.222222222,8.333333333,0.444444444,0,,,,,3000,2804,1457,0.003,0.157275321,,
925,aseman,10,1,16,15,,,,,9,441,7,-426,3000,2804,1457,0.005333333,0.005349501,0.002333333,-0.15192582
925,aseman,10,2,3,2,,,,,16,15,-13,-13,3000,2804,1457,0.001,0.000713267,-0.004333333,-0.004636234
1013,jalili,31,0,1,70,0,0,0,,,,,,1192,1101,95,0.000838926,0.063578565,,
1013,jalili,31,2,4,4,,,,,1,70,3,-66,1192,1101,95,0.003355705,0.003633061,0.002516779,-0.059945504
68,ekhtiyariyeh,10,0,278,3670,-0.477936628,-2.117937876,1.135441267,70.49385242,,,,,31044,28437,21068,0.008955032,0.129057214,,
68,ekhtiyariyeh,10,1,147,111,,,,,278,3670,-131,-3559,31044,28437,21068,0.004735215,0.003903365,-0.004219817,-0.125153849
68,ekhtiyariyeh,10,2,16,10,,,,,147,111,-131,-101,31044,28437,21068,0.000515398,0.000351655,-0.004219817,-0.003551711
174,hasan-abad-shomali,10,0,35,1213,-0.242857143,4.765041722,0.544306418,86.53679654,,,,,5193,4965,3509,0.006739842,0.244310171,,
174,hasan-abad-shomali,10,1,64,40,,,,,35,1213,29,-1173,5193,4965,3509,0.012324283,0.008056395,0.005584441,-0.236253776
174,hasan-abad-shomali,10,2,15,13,,,,,64,40,-49,-27,5193,4965,3509,0.002888504,0.002618328,-0.009435779,-0.005438066
918,dolatkhah,20,0,8,131,1.333333333,103.8095238,0.416666667,,,,,,2331,2230,243,0.003432003,0.058744395,,
918,dolatkhah,20,1,19,18,,,,,8,131,11,-113,2331,2230,243,0.008151008,0.008071749,0.004719005,-0.050672646
971,jaberi,30,0,,46,,,,,,,,,572,482,74,,0.095435685,,
971,jaberi,30,1,5,4,,,,,,46,,-42,572,482,74,0.008741259,0.008298755,,-0.087136929
971,jaberi,30,2,1,1,,,,,5,4,-4,-3,572,482,74,0.001748252,0.002074689,-0.006993007,-0.006224066
131,aramaneh,10,0,60,746,-0.104359067,-5.673682436,1.25477393,-6.392095559,,,,,6161,5185,1758,0.009738679,0.143876567,,
131,aramaneh,10,1,17,14,,,,,60,746,-43,-732,6161,5185,1758,0.002759292,0.002700096,-0.006979386,-0.141176471
287,emam-hossein,10,0,51,751,-0.309087539,-12.20655272,0.47737679,25.57342657,,,,,9575,8802,2476,0.005326371,0.085321518,,
287,emam-hossein,10,1,11,10,,,,,51,751,-40,-741,9575,8802,2476,0.001148825,0.001136105,-0.004177546,-0.084185412
287,emam-hossein,10,2,2,2,,,,,11,10,-9,-8,9575,8802,2476,0.000208877,0.000227221,-0.000939948,-0.000908884
928,university-of-sharif,10,0,16,363,-0.513131313,-18.0888664,0.3,-90,,,,,2678,2466,778,0.005974608,0.147201946,,
928,university-of-sharif,10,1,18,14,,,,,16,363,2,-349,2678,2466,778,0.006721434,0.00567721,0.000746826,-0.141524736
928,university-of-sharif,10,2,2,1,,,,,18,14,-16,-13,2678,2466,778,0.000746826,0.000405515,-0.005974608,-0.005271695
945,tehran-kerman,20,0,111,1156,-0.029670515,6.975684894,0.369544252,1.503496503,,,,,10796,9417,3240,0.010281586,0.122756717,,
945,tehran-kerman,20,1,45,33,,,,,111,1156,-66,-1123,10796,9417,3240,0.00416821,0.003504301,-0.006113375,-0.119252416
945,tehran-kerman,20,2,2,2,,,,,45,33,-43,-31,10796,9417,3240,0.000185254,0.000212382,-0.003982957,-0.003291919
185,shahrak-e-ferdows,30,0,23,339,0.358333333,25.89282038,-0.271666667,-30.12820513,,,,,3684,3462,692,0.006243214,0.097920277,,
185,shahrak-e-ferdows,30,1,4,4,,,,,23,339,-19,-335,3684,3462,692,0.001085776,0.001155402,-0.005157438,-0.096764876
187,shahrak-e-taleghani,30,0,2,101,-1.166666667,-35,0,,,,,,1598,1518,281,0.001251564,0.066534914,,
187,shahrak-e-taleghani,30,1,7,7,,,,,2,101,5,-94,1598,1518,281,0.004380476,0.004611331,0.003128911,-0.061923584
289,sad-dastgah,30,0,16,240,-0.257575758,-6.654704944,0.015584416,-100,,,,,2121,1795,419,0.007543612,0.133704735,,
289,sad-dastgah,30,1,13,12,,,,,16,240,-3,-228,2121,1795,419,0.006129184,0.006685237,-0.001414427,-0.127019499
289,sad-dastgah,30,2,3,3,,,,,13,12,-10,-9,2121,1795,419,0.001414427,0.001671309,-0.004714757,-0.005013928
929,darya,10,0,16,407,0.017857143,4.320054945,-0.480952381,-5.595834825,,,,,2844,2663,1543,0.005625879,0.152835148,,
929,darya,10,1,7,7,,,,,16,407,-9,-400,2844,2663,1543,0.002461322,0.002628614,-0.003164557,-0.150206534
929,darya,10,2,1,1,,,,,7,7,-6,-6,2844,2663,1543,0.000351617,0.000375516,-0.002109705,-0.002253098
970,sarasiab-doolab,30,0,8,214,-0.611904762,-28.88888889,0.43452381,-33.33333333,,,,,2565,2212,355,0.003118908,0.096745027,,
970,sarasiab-doolab,30,1,3,3,,,,,8,214,-5,-211,2565,2212,355,0.001169591,0.001356239,-0.001949318,-0.095388788
